gene	symbol	cg	id	trx	species	coverage	omega	dN	dS
FBgn0001139_FBtr0084966	gro	CG8384	FBgn0001139	FBtr0084966	Dmel_Dsim	100.000	0.0010	0.0000	0.0382
FBgn0001142_FBtr0078115	Gs1	CG2718	FBgn0001142	FBtr0078115	Dmel_Dsim	100.000	0.0364	0.0044	0.1222
FBgn0001145_FBtr0343561	Gs2	CG1743	FBgn0001145	FBtr0343561	Dmel_Dsim	98.928	0.0517	0.0101	0.1963
FBgn0001147_FBtr0072461	gsb-n	CG2692	FBgn0001147	FBtr0072461	Dmel_Dsim	100.000	0.0417	0.0042	0.0999
FBgn0001148_FBtr0072444	gsb	CG3388	FBgn0001148	FBtr0072444	Dmel_Dsim	100.000	0.0704	0.0087	0.1235
FBgn0001149_FBtr0100410	GstD1	CG10045	FBgn0001149	FBtr0100410	Dmel_Dsim	72.283	0.0690	0.0115	0.1669
FBgn0001168_FBtr0100153	h	CG6494	FBgn0001168	FBtr0100153	Dmel_Dsim	100.000	0.0120	0.0013	0.1091
FBgn0001169_FBtr0083916	H	CG5460	FBgn0001169	FBtr0083916	Dmel_Dsim	98.381	0.1491	0.0115	0.0770
FBgn0001170_FBtr0079227	H2.0	CG11607	FBgn0001170	FBtr0079227	Dmel_Dsim	98.687	0.0977	0.0099	0.1018
FBgn0001174_FBtr0114554	halo	CG7428	FBgn0001174	FBtr0114554	Dmel_Dsim	85.667	0.0315	0.0038	0.1204
FBgn0001179_FBtr0114599	hay	CG8019	FBgn0001179	FBtr0114599	Dmel_Dsim	99.501	0.0235	0.0034	0.1431
FBgn0001180_FBtr0081950	hb	CG9786	FBgn0001180	FBtr0081950	Dmel_Dsim	99.208	0.0661	0.0089	0.1339
FBgn0001185_FBtr0335138	her	CG4694	FBgn0001185	FBtr0335138	Dmel_Dsim	100.000	0.2507	0.0356	0.1419
FBgn0001187_FBtr0087399	Hex-C	CG8094	FBgn0001187	FBtr0087399	Dmel_Dsim	100.000	0.0165	0.0020	0.1201
FBgn0001197_FBtr0334311	His2Av	CG5499	FBgn0001197	FBtr0334311	Dmel_Dsim	100.000	0.0010	0.0001	0.0929
FBgn0001202_FBtr0081180	hk	CG10653	FBgn0001202	FBtr0081180	Dmel_Dsim	100.000	0.0068	0.0013	0.1869
FBgn0001206_FBtr0071511	Hmr	CG1619	FBgn0001206	FBtr0071511	Dmel_Dsim	96.855	0.8849	0.0891	0.1007
FBgn0001208_FBtr0334645	Hn	CG7399	FBgn0001208	FBtr0334645	Dmel_Dsim	100.000	0.0065	0.0009	0.1435
FBgn0001216_FBtr0075762	Hsc70-1	CG8937	FBgn0001216	FBtr0075762	Dmel_Dsim	100.000	0.0271	0.0041	0.1508
FBgn0001217_FBtr0082707	Hsc70-2	CG7756	FBgn0001217	FBtr0082707	Dmel_Dsim	100.000	0.0341	0.0054	0.1574
FBgn0001218_FBtr0345166	Hsc70-3	CG4147	FBgn0001218	FBtr0345166	Dmel_Dsim	100.000	0.0206	0.0013	0.0635
FBgn0001220_FBtr0339969	Hsc70-5	CG8542	FBgn0001220	FBtr0339969	Dmel_Dsim	100.000	0.0175	0.0025	0.1455
FBgn0001224_FBtr0309504	Hsp23	CG4463	FBgn0001224	FBtr0309504	Dmel_Dsim	100.000	0.0464	0.0046	0.0981
FBgn0001225_FBtr0346539	Hsp26	CG4183	FBgn0001225	FBtr0346539	Dmel_Dsim	98.341	0.0749	0.0105	0.1401
FBgn0001226_FBtr0346541	Hsp27	CG4466	FBgn0001226	FBtr0346541	Dmel_Dsim	100.000	0.2086	0.0166	0.0797
FBgn0001227_FBtr0076495	Hsp67Ba	CG4167	FBgn0001227	FBtr0076495	Dmel_Dsim	100.000	0.2293	0.0142	0.0619
FBgn0001228_FBtr0100655	Hsp67Bb	CG4456	FBgn0001228	FBtr0100655	Dmel_Dsim	72.989	0.0764	1.1502	dS
FBgn0001229_FBtr0076497	Hsp67Bc	CG4190	FBgn0001229	FBtr0076497	Dmel_Dsim	100.000	0.1114	0.0075	0.0673
FBgn0001233_FBtr0073040	Hsp83	CG1242	FBgn0001233	FBtr0073040	Dmel_Dsim	100.000	0.0207	0.0017	0.0805
FBgn0001235_FBtr0082255	hth	CG17117	FBgn0001235	FBtr0082255	Dmel_Dsim	100.000	0.0010	0.0000	0.0077
FBgn0001247_FBtr0273273	Ide	CG5517	FBgn0001247	FBtr0273273	Dmel_Dsim	97.915	0.0229	0.0031	0.1332
FBgn0001248_FBtr0333058	Idh	CG7176	FBgn0001248	FBtr0333058	Dmel_Dsim	100.000	0.0643	0.0140	0.2176
FBgn0001250_FBtr0301353	if	CG9623	FBgn0001250	FBtr0301353	Dmel_Dsim	99.821	0.0331	0.0040	0.1209
FBgn0001253_FBtr0076606	ImpE1	CG32356	FBgn0001253	FBtr0076606	Dmel_Dsim	99.259	0.1970	0.0151	0.0765
FBgn0001254_FBtr0073141	ImpE2	CG1934	FBgn0001254	FBtr0073141	Dmel_Dsim	96.788	0.1682	0.0282	0.1677
FBgn0001255_FBtr0310412	ImpE3	CG2723	FBgn0001255	FBtr0310412	Dmel_Dsim	100.000	0.1827	0.0162	0.0885
FBgn0001256_FBtr0075843	ImpL1	CG10717	FBgn0001256	FBtr0075843	Dmel_Dsim	95.368	0.1888	0.0238	0.1260
FBgn0001257_FBtr0073250	ImpL2	CG15009	FBgn0001257	FBtr0073250	Dmel_Dsim	99.438	0.0379	0.0032	0.0852
FBgn0001258_FBtr0332067	ImpL3	CG10160	FBgn0001258	FBtr0332067	Dmel_Dsim	100.000	0.0237	0.0025	0.1052
FBgn0001259_FBtr0078183	in	CG16993	FBgn0001259	FBtr0078183	Dmel_Dsim	100.000	0.0852	0.0106	0.1239
FBgn0001263_FBtr0305132	inaD	CG3504	FBgn0001263	FBtr0305132	Dmel_Dsim	98.331	0.0223	0.0032	0.1428
FBgn0001269_FBtr0088069	inv	CG17835	FBgn0001269	FBtr0088069	Dmel_Dsim	100.000	0.0166	0.0023	0.1416
FBgn0001276_FBtr0088154	ix	CG13201	FBgn0001276	FBtr0088154	Dmel_Dsim	98.670	0.0125	0.0022	0.1800
FBgn0001280_FBtr0085596	janA	CG7933	FBgn0001280	FBtr0085596	Dmel_Dsim	100.000	0.2292	0.0131	0.0573
FBgn0001285_FBtr0345661	Jon44E	CG8579	FBgn0001285	FBtr0345661	Dmel_Dsim	100.000	0.0771	0.0130	0.1691
FBgn0001296_FBtr0302563	kar	CG12286	FBgn0001296	FBtr0302563	Dmel_Dsim	100.000	0.0485	0.0072	0.1479
FBgn0001297_FBtr0290076	kay	CG33956	FBgn0001297	FBtr0290076	Dmel_Dsim	96.518	0.1607	0.0162	0.1008
FBgn0001308_FBtr0087184	Khc	CG7765	FBgn0001308	FBtr0087184	Dmel_Dsim	100.000	0.0102	0.0013	0.1234
FBgn0001316_FBtr0333850	klar	CG17046	FBgn0001316	FBtr0333850	Dmel_Dsim	99.692	0.0977	0.0096	0.0987
FBgn0001319_FBtr0112810	kn	CG10197	FBgn0001319	FBtr0112810	Dmel_Dsim	89.928	0.0010	0.0001	0.0778
FBgn0001321_FBtr0082194	knk	CG6217	FBgn0001321	FBtr0082194	Dmel_Dsim	100.000	0.0287	0.0045	0.1583
FBgn0001323_FBtr0346815	knrl	CG4761	FBgn0001323	FBtr0346815	Dmel_Dsim	97.551	0.0986	0.0088	0.0894
FBgn0001324_FBtr0074884	kto	CG8491	FBgn0001324	FBtr0074884	Dmel_Dsim	99.389	0.0354	0.0049	0.1393
FBgn0001325_FBtr0072449	Kr	CG3340	FBgn0001325	FBtr0072449	Dmel_Dsim	99.402	0.0982	0.0074	0.0755
FBgn0001330_FBtr0070419	kz	CG3228	FBgn0001330	FBtr0070419	Dmel_Dsim	99.499	0.0727	0.0093	0.1275
FBgn0001341_FBtr0070119	l(1)1Bi	CG6189	FBgn0001341	FBtr0070119	Dmel_Dsim	99.779	0.4239	0.0297	0.0700
FBgn0001491_FBtr0073460	l(1)10Bb	CG1639	FBgn0001491	FBtr0073460	Dmel_Dsim	100.000	0.0010	0.0002	0.1723
FBgn0001565_FBtr0343853	Hlc	CG1666	FBgn0001565	FBtr0343853	Dmel_Dsim	99.375	0.1804	0.0227	0.1258
FBgn0001612_FBtr0073841	Grip91	CG10988	FBgn0001612	FBtr0073841	Dmel_Dsim	97.655	0.3405	0.0544	0.1597
FBgn0001941_FBtr0079179	ifc	CG9078	FBgn0001941	FBtr0079179	Dmel_Dsim	100.000	0.0226	0.0027	0.1199
FBgn0001942_FBtr0307068	eIF-4a	CG9075	FBgn0001942	FBtr0307068	Dmel_Dsim	100.000	0.0558	0.0042	0.0753
FBgn0001961_FBtr0080569	Arpc1	CG8978	FBgn0001961	FBtr0080569	Dmel_Dsim	100.000	0.0089	0.0011	0.1185
FBgn0001965_FBtr0080541	Sos	CG7793	FBgn0001965	FBtr0080541	Dmel_Dsim	99.843	0.0245	0.0022	0.0892
FBgn0001967_FBtr0290243	NimC3	CG16880	FBgn0001967	FBtr0290243	Dmel_Dsim	97.797	0.0602	0.0101	0.1677
FBgn0001970_FBtr0080629	Pgant35A	CG7480	FBgn0001970	FBtr0080629	Dmel_Dsim	99.449	0.0249	0.0054	0.2154
FBgn0001974_FBtr0080696	l(2)35Bd	CG3688	FBgn0001974	FBtr0080696	Dmel_Dsim	100.000	0.0816	0.0141	0.1729
FBgn0001977_FBtr0080725	CIAPIN1	CG4180	FBgn0001977	FBtr0080725	Dmel_Dsim	100.000	0.0211	0.0034	0.1627
FBgn0001978_FBtr0080705	stc	CG3647	FBgn0001978	FBtr0080705	Dmel_Dsim	98.606	0.1832	0.0270	0.1473
FBgn0001981_FBtr0080734	esg	CG3758	FBgn0001981	FBtr0080734	Dmel_Dsim	98.830	0.0840	0.0102	0.1218
FBgn0001983_FBtr0080740	wor	CG4158	FBgn0001983	FBtr0080740	Dmel_Dsim	100.000	0.0640	0.0079	0.1241
FBgn0001986_FBtr0080760	l(2)35Df	CG4152	FBgn0001986	FBtr0080760	Dmel_Dsim	99.431	0.0769	0.0104	0.1352
FBgn0001987_FBtr0080767	Gli	CG3903	FBgn0001987	FBtr0080767	Dmel_Dsim	100.000	0.0255	0.0042	0.1637
FBgn0001989_FBtr0343722	ND-B17	CG13240	FBgn0001989	FBtr0343722	Dmel_Dsim	100.000	0.0769	0.0076	0.0989
FBgn0001990_FBtr0080764	wek	CG4148	FBgn0001990	FBtr0080764	Dmel_Dsim	99.682	0.1803	0.0299	0.1658
FBgn0001991_FBtr0090004	Ca-alpha1D	CG4894	FBgn0001991	FBtr0090004	Dmel_Dsim	96.932	0.0280	0.0023	0.0834
FBgn0001992_FBtr0343812	Cyp303a1	CG4163	FBgn0001992	FBtr0343812	Dmel_Dsim	100.000	0.0315	0.0051	0.1610
FBgn0001994_FBtr0080854	crp	CG7664	FBgn0001994	FBtr0080854	Dmel_Dsim	99.604	0.0631	0.0063	0.0991
FBgn0001995_FBtr0080843	mRpL4	CG5818	FBgn0001995	FBtr0080843	Dmel_Dsim	100.000	0.1016	0.0169	0.1668
FBgn0002021_FBtr0081177	l(2)37Bb	CG10655	FBgn0002021	FBtr0081177	Dmel_Dsim	100.000	0.2280	0.0239	0.1050
FBgn0002022_FBtr0081143	Catsup	CG10449	FBgn0002022	FBtr0081143	Dmel_Dsim	98.664	0.0852	0.0091	0.1073
FBgn0002031_FBtr0081165	l(2)37Cc	CG10691	FBgn0002031	FBtr0081165	Dmel_Dsim	100.000	0.0010	0.0001	0.1087
FBgn0002036_FBtr0081155	CG10561	CG10561	FBgn0002036	FBtr0081155	Dmel_Dsim	100.000	0.1060	0.0164	0.1549
FBgn0002044_FBtr0331325	swm	CG10084	FBgn0002044	FBtr0331325	Dmel_Dsim	100.000	0.1168	0.0096	0.0821
FBgn0002069_FBtr0339391	Aats-asp	CG3821	FBgn0002069	FBtr0339391	Dmel_Dsim	100.000	0.0374	0.0049	0.1312
FBgn0002121_FBtr0078170	l(2)gl	CG2671	FBgn0002121	FBtr0078170	Dmel_Dsim	100.000	0.1237	0.0159	0.1286
FBgn0002174_FBtr0089504	l(2)tid	CG5504	FBgn0002174	FBtr0089504	Dmel_Dsim	98.944	0.0778	0.0100	0.1288
FBgn0002183_FBtr0072864	dre4	CG1828	FBgn0002183	FBtr0072864	Dmel_Dsim	100.000	0.0073	0.0011	0.1486
FBgn0002283_FBtr0307336	l(3)73Ah	CG4195	FBgn0002283	FBtr0307336	Dmel_Dsim	100.000	0.0010	0.0001	0.0554
FBgn0002284_FBtr0075360	Prosbeta6	CG4097	FBgn0002284	FBtr0075360	Dmel_Dsim	100.000	0.0564	0.0090	0.1602
FBgn0002306_FBtr0334885	sas	CG2507	FBgn0002306	FBtr0334885	Dmel_Dsim	98.793	0.1557	0.0154	0.0990
FBgn0002354_FBtr0082703	l(3)87Df	CG7620	FBgn0002354	FBtr0082703	Dmel_Dsim	100.000	0.0292	0.0040	0.1366
FBgn0002413_FBtr0085744	dco	CG2048	FBgn0002413	FBtr0085744	Dmel_Dsim	97.505	0.0074	0.0010	0.1317
FBgn0002431_FBtr0339599	hyd	CG9484	FBgn0002431	FBtr0339599	Dmel_Dsim	99.792	0.0795	0.0058	0.0731
FBgn0002440_FBtr0077062	l(3)mbn	CG12755	FBgn0002440	FBtr0077062	Dmel_Dsim	75.535	0.4214	0.0355	0.0841
FBgn0002441_FBtr0085175	l(3)mbt	CG5954	FBgn0002441	FBtr0085175	Dmel_Dsim	99.188	0.3257	0.0344	0.1057
FBgn0002466_FBtr0332643	sti	CG10522	FBgn0002466	FBtr0332643	Dmel_Dsim	100.000	0.0516	0.0079	0.1531
FBgn0002521_FBtr0089204	pho	CG17743	FBgn0002521	FBtr0089204	Dmel_Dsim	97.368	0.2864	0.0341	0.1191
FBgn0002522_FBtr0081696	lab	CG1264	FBgn0002522	FBtr0081696	Dmel_Dsim	97.649	0.0730	0.0113	0.1546
FBgn0002524_FBtr0343735	lace	CG4162	FBgn0002524	FBtr0343735	Dmel_Dsim	100.000	0.0409	0.0055	0.1345
FBgn0002526_FBtr0077014	LanA	CG10236	FBgn0002526	FBtr0077014	Dmel_Dsim	100.000	0.0372	0.0047	0.1267
FBgn0002531_FBtr0088763	Lcp1	CG11650	FBgn0002531	FBtr0088763	Dmel_Dsim	100.000	0.2877	0.0257	0.0893
FBgn0002533_FBtr0088761	Lcp2	CG8697	FBgn0002533	FBtr0088761	Dmel_Dsim	96.923	0.1352	0.0603	0.4463
FBgn0002542_FBtr0081758	lds	CG2684	FBgn0002542	FBtr0081758	Dmel_Dsim	99.252	0.2458	0.0254	0.1034
FBgn0002552_FBtr0088651	lin	CG11770	FBgn0002552	FBtr0088651	Dmel_Dsim	99.709	0.0446	0.0064	0.1428
FBgn0002561_FBtr0070074	l(1)sc	CG3839	FBgn0002561	FBtr0070074	Dmel_Dsim	100.000	0.2291	0.0088	0.0385
FBgn0002562_FBtr0073651	Lsp1alpha	CG2559	FBgn0002562	FBtr0073651	Dmel_Dsim	99.694	0.0501	0.0114	0.2271
FBgn0002563_FBtr0078025	Lsp1beta	CG4178	FBgn0002563	FBtr0078025	Dmel_Dsim	100.000	0.0205	0.0056	0.2743
FBgn0002564_FBtr0072463	Lsp1gamma	CG6821	FBgn0002564	FBtr0072463	Dmel_Dsim	100.000	0.0325	0.0061	0.1863
FBgn0002565_FBtr0089324	Lsp2	CG6806	FBgn0002565	FBtr0089324	Dmel_Dsim	100.000	0.0379	0.0069	0.1817
FBgn0002567_FBtr0089931	ltd	CG8024	FBgn0002567	FBtr0089931	Dmel_Dsim	99.490	0.0757	0.0082	0.1076
FBgn0002569_FBtr0088747	Mal-A2	CG8694	FBgn0002569	FBtr0088747	Dmel_Dsim	100.000	0.0552	0.0065	0.1171
FBgn0002570_FBtr0088759	Mal-A1	CG8696	FBgn0002570	FBtr0088759	Dmel_Dsim	100.000	0.0293	0.0058	0.1987
FBgn0002571_FBtr0088758	Mal-A3	CG8695	FBgn0002571	FBtr0088758	Dmel_Dsim	100.000	0.0149	0.0029	0.1948
FBgn0002573_FBtr0075862	sens	CG32120	FBgn0002573	FBtr0075862	Dmel_Dsim	99.538	0.0240	0.0031	0.1308
FBgn0002576_FBtr0071320	lz	CG1689	FBgn0002576	FBtr0071320	Dmel_Dsim	67.433	0.0618	0.0046	0.0743
FBgn0002577_FBtr0073555	m	CG9369	FBgn0002577	FBtr0073555	Dmel_Dsim	99.120	0.0407	0.0048	0.1178
FBgn0002578_FBtr0310083	Kaz-m1	CG8342	FBgn0002578	FBtr0310083	Dmel_Dsim	100.000	0.0398	0.0027	0.0680
FBgn0002579_FBtr0345321	RpL36	CG7622	FBgn0002579	FBtr0345321	Dmel_Dsim	100.000	0.0010	0.0001	0.1248
FBgn0002592_FBtr0084981	E(spl)m2-BFM	CG6104	FBgn0002592	FBtr0084981	Dmel_Dsim	97.706	0.0658	0.0084	0.1283
FBgn0002593_FBtr0078056	RpLP1	CG4087	FBgn0002593	FBtr0078056	Dmel_Dsim	100.000	0.0010	0.0000	0.0440
FBgn0002607_FBtr0072405	RpL19	CG2746	FBgn0002607	FBtr0072405	Dmel_Dsim	100.000	0.0010	0.0001	0.0519
FBgn0002609_FBtr0084958	E(spl)m3-HLH	CG8346	FBgn0002609	FBtr0084958	Dmel_Dsim	100.000	0.0010	0.0001	0.0694
FBgn0002622_FBtr0346349	RpS3	CG6779	FBgn0002622	FBtr0346349	Dmel_Dsim	100.000	0.0215	0.0017	0.0800
FBgn0002626_FBtr0085593	RpL32	CG7939	FBgn0002626	FBtr0085593	Dmel_Dsim	94.898	0.0010	0.0000	0.0476
FBgn0002629_FBtr0084980	E(spl)m4-BFM	CG6099	FBgn0002629	FBtr0084980	Dmel_Dsim	98.355	0.0136	0.0026	0.1944
FBgn0002631_FBtr0084979	E(spl)m5-HLH	CG6096	FBgn0002631	FBtr0084979	Dmel_Dsim	100.000	0.0501	0.0046	0.0920
FBgn0002632_FBtr0084959	E(spl)m6-BFM	CG8354	FBgn0002632	FBtr0084959	Dmel_Dsim	100.000	0.0765	0.0113	0.1481
FBgn0002633_FBtr0084960	E(spl)m7-HLH	CG8361	FBgn0002633	FBtr0084960	Dmel_Dsim	100.000	0.0874	0.0045	0.0511
FBgn0002638_FBtr0077074	Rcc1	CG10480	FBgn0002638	FBtr0077074	Dmel_Dsim	99.452	0.0753	0.0065	0.0860
FBgn0002641_FBtr0344987	mal	CG1692	FBgn0002641	FBtr0344987	Dmel_Dsim	100.000	0.1615	0.0212	0.1313
FBgn0002645_FBtr0085876	Map205	CG1483	FBgn0002645	FBtr0085876	Dmel_Dsim	96.975	0.4797	0.0476	0.0992
FBgn0002673_FBtr0331446	twe	CG4965	FBgn0002673	FBtr0331446	Dmel_Dsim	100.000	0.1452	0.0270	0.1856
FBgn0002709_FBtr0100640	mei-218	CG8923	FBgn0002709	FBtr0100640	Dmel_Dsim	93.198	0.8685	0.1070	0.1232
FBgn0002715_FBtr0071761	mei-S332	CG5303	FBgn0002715	FBtr0071761	Dmel_Dsim	100.000	0.1247	0.0170	0.1366
FBgn0002716_FBtr0086461	mei-W68	CG7753	FBgn0002716	FBtr0086461	Dmel_Dsim	100.000	0.1874	0.0127	0.0676
FBgn0002719_FBtr0082660	Men	CG10120	FBgn0002719	FBtr0082660	Dmel_Dsim	98.822	0.0559	0.0053	0.0947
FBgn0002723_FBtr0073521	Met	CG1705	FBgn0002723	FBtr0073521	Dmel_Dsim	100.000	0.0534	0.0050	0.0943
FBgn0002732_FBtr0084956	E(spl)malpha-BFM	CG8337	FBgn0002732	FBtr0084956	Dmel_Dsim	97.857	0.0346	0.0031	0.0900
FBgn0002733_FBtr0084982	E(spl)mbeta-HLH	CG14548	FBgn0002733	FBtr0084982	Dmel_Dsim	100.000	0.0480	0.0046	0.0949
FBgn0002734_FBtr0084954	E(spl)mdelta-HLH	CG8328	FBgn0002734	FBtr0084954	Dmel_Dsim	100.000	0.0010	0.0001	0.1091
FBgn0002735_FBtr0084955	E(spl)mgamma-HLH	CG8333	FBgn0002735	FBtr0084955	Dmel_Dsim	100.000	0.0320	0.0021	0.0652
FBgn0002736_FBtr0071569	mago	CG9401	FBgn0002736	FBtr0071569	Dmel_Dsim	100.000	0.0010	0.0001	0.1156
FBgn0002772_FBtr0085195	Mlc1	CG5596	FBgn0002772	FBtr0085195	Dmel_Dsim	100.000	0.0537	0.0027	0.0494
FBgn0002773_FBtr0089747	Mlc2	CG2184	FBgn0002773	FBtr0089747	Dmel_Dsim	100.000	0.0010	0.0000	0.0053
FBgn0002774_FBtr0086031	mle	CG11680	FBgn0002774	FBtr0086031	Dmel_Dsim	99.269	0.1894	0.0194	0.1023
FBgn0002775_FBtr0076926	msl-3	CG8631	FBgn0002775	FBtr0076926	Dmel_Dsim	100.000	0.1916	0.0197	0.1029
FBgn0002778_FBtr0114529	mnd	CG3297	FBgn0002778	FBtr0114529	Dmel_Dsim	100.000	0.0198	0.0018	0.0926
FBgn0002780_FBtr0310268	mod	CG2050	FBgn0002780	FBtr0310268	Dmel_Dsim	99.077	0.1863	0.0277	0.1485
FBgn0002783_FBtr0083238	mor	CG18740	FBgn0002783	FBtr0083238	Dmel_Dsim	100.000	0.0723	0.0072	0.1000
FBgn0002789_FBtr0345532	Mp20	CG4696	FBgn0002789	FBtr0345532	Dmel_Dsim	98.148	0.1010	0.0066	0.0655
FBgn0002791_FBtr0072156	mr	CG3060	FBgn0002791	FBtr0072156	Dmel_Dsim	100.000	0.0686	0.0066	0.0966
FBgn0002838_FBtr0085063	ms(3)K81	CG14251	FBgn0002838	FBtr0085063	Dmel_Dsim	98.641	0.2573	0.0338	0.1314
FBgn0002842_FBtr0078401	sa	CG11308	FBgn0002842	FBtr0078401	Dmel_Dsim	100.000	0.3513	0.0461	0.1314
FBgn0002855_FBtr0079155	Acp26Aa	CG8982	FBgn0002855	FBtr0079155	Dmel_Dsim	93.633	0.9801	0.1694	0.1728
FBgn0002856_FBtr0342618	Acp26Ab	CG9024	FBgn0002856	FBtr0342618	Dmel_Dsim	100.000	0.2546	0.0366	0.1437
FBgn0002863_FBtr0084561	Acp95EF	CG17924	FBgn0002863	FBtr0084561	Dmel_Dsim	100.000	0.1960	0.0386	0.1967
FBgn0002868_FBtr0334686	MtnA	CG9470	FBgn0002868	FBtr0334686	Dmel_Dsim	100.000	98.9998	0.0112	0.0001
FBgn0002872_FBtr0072856	mu2	CG1960	FBgn0002872	FBtr0072856	Dmel_Dsim	97.601	0.4964	0.0478	0.0963
FBgn0002887_FBtr0100473	mus201	CG10890	FBgn0002887	FBtr0100473	Dmel_Dsim	99.313	0.1113	0.0120	0.1076
FBgn0002899_FBtr0076689	mus301	CG7972	FBgn0002899	FBtr0076689	Dmel_Dsim	99.762	0.0826	0.0124	0.1500
FBgn0002901_FBtr0075122	mus304	CG7347	FBgn0002901	FBtr0075122	Dmel_Dsim	99.823	0.1013	0.0139	0.1376
FBgn0002906_FBtr0082434	Blm	CG6920	FBgn0002906	FBtr0082434	Dmel_Dsim	99.101	0.1361	0.0204	0.1500
FBgn0002909_FBtr0344453	mus312	CG8601	FBgn0002909	FBtr0344453	Dmel_Dsim	100.000	0.1882	0.0300	0.1595
FBgn0002914_FBtr0074170	Myb	CG9045	FBgn0002914	FBtr0074170	Dmel_Dsim	100.000	0.2196	0.0184	0.0839
FBgn0002917_FBtr0344822	na	CG1517	FBgn0002917	FBtr0344822	Dmel_Dsim	99.332	0.0210	0.0024	0.1144
FBgn0002921_FBtr0089510	Atpalpha	CG5670	FBgn0002921	FBtr0089510	Dmel_Dsim	100.000	0.0617	0.0054	0.0879
FBgn0002922_FBtr0084472	nau	CG10250	FBgn0002922	FBtr0084472	Dmel_Dsim	100.000	0.1589	0.0211	0.1327
FBgn0002926_FBtr0076984	ndl	CG10129	FBgn0002926	FBtr0076984	Dmel_Dsim	99.904	0.1509	0.0202	0.1341
FBgn0002930_FBtr0089052	nec	CG1857	FBgn0002930	FBtr0089052	Dmel_Dsim	97.912	0.2265	0.0363	0.1604
FBgn0002931_FBtr0330637	net	CG11450	FBgn0002931	FBtr0330637	Dmel_Dsim	99.041	0.2774	0.0173	0.0624
FBgn0002932_FBtr0082003	neur	CG11988	FBgn0002932	FBtr0082003	Dmel_Dsim	99.668	0.0350	0.0036	0.1016
FBgn0002937_FBtr0082820	ninaB	CG9347	FBgn0002937	FBtr0082820	Dmel_Dsim	100.000	0.0718	0.0115	0.1598
FBgn0002939_FBtr0081031	ninaD	CG31783	FBgn0002939	FBtr0081031	Dmel_Dsim	100.000	0.1016	0.0112	0.1104
FBgn0002940_FBtr0083857	ninaE	CG4550	FBgn0002940	FBtr0083857	Dmel_Dsim	100.000	0.0134	0.0011	0.0820
FBgn0002945_FBtr0075039	nkd	CG11614	FBgn0002945	FBtr0075039	Dmel_Dsim	99.139	0.0719	0.0048	0.0664
FBgn0002948_FBtr0073516	nod	CG1763	FBgn0002948	FBtr0073516	Dmel_Dsim	100.000	0.2146	0.0286	0.1333
FBgn0002962_FBtr0083732	nos	CG5637	FBgn0002962	FBtr0083732	Dmel_Dsim	97.901	0.4174	0.0343	0.0823
FBgn0002973_FBtr0339526	numb	CG3779	FBgn0002973	FBtr0339526	Dmel_Dsim	100.000	0.0411	0.0025	0.0616
FBgn0002985_FBtr0077557	odd	CG3851	FBgn0002985	FBtr0077557	Dmel_Dsim	98.601	0.0838	0.0082	0.0976
FBgn0002989_FBtr0077673	okr	CG3736	FBgn0002989	FBtr0077673	Dmel_Dsim	100.000	0.0356	0.0045	0.1268
FBgn0003002_FBtr0078836	opa	CG1133	FBgn0003002	FBtr0078836	Dmel_Dsim	98.691	0.0035	0.0007	0.1913
FBgn0003008_FBtr0072152	or	CG3029	FBgn0003008	FBtr0072152	Dmel_Dsim	100.000	0.0010	0.0001	0.0838
FBgn0003009_FBtr0072047	ord	CG3134	FBgn0003009	FBtr0072047	Dmel_Dsim	99.374	0.1394	0.0309	0.2215
FBgn0003011_FBtr0083784	ort	CG7411	FBgn0003011	FBtr0083784	Dmel_Dsim	100.000	0.0111	0.0018	0.1634
FBgn0003015_FBtr0081954	osk	CG10901	FBgn0003015	FBtr0081954	Dmel_Dsim	97.561	0.2728	0.0293	0.1074
FBgn0003016_FBtr0301496	osp	CG3479	FBgn0003016	FBtr0301496	Dmel_Dsim	99.840	0.0601	0.0052	0.0863
FBgn0003023_FBtr0071238	otu	CG12743	FBgn0003023	FBtr0071238	Dmel_Dsim	98.718	0.4000	0.0407	0.1018
FBgn0003028_FBtr0070738	ovo	CG6824	FBgn0003028	FBtr0070738	Dmel_Dsim	75.399	0.0608	0.0055	0.0897
FBgn0003034_FBtr0075836	SP	CG17673	FBgn0003034	FBtr0075836	Dmel_Dsim	100.000	0.3289	0.0340	0.1035
FBgn0003041_FBtr0076772	pbl	CG8114	FBgn0003041	FBtr0076772	Dmel_Dsim	99.504	0.0351	0.0035	0.1012
FBgn0003042_FBtr0078405	Pc	CG32443	FBgn0003042	FBtr0078405	Dmel_Dsim	100.000	0.0719	0.0087	0.1205
FBgn0003044_FBtr0086735	Pcl	CG5109	FBgn0003044	FBtr0086735	Dmel_Dsim	99.521	0.0953	0.0090	0.0947
FBgn0003046_FBtr0079388	Pcp	CG3440	FBgn0003046	FBtr0079388	Dmel_Dsim	100.000	0.0135	0.0023	0.1727
FBgn0003048_FBtr0342766	pcx	CG3443	FBgn0003048	FBtr0342766	Dmel_Dsim	99.488	0.1348	0.0111	0.0822
FBgn0003060_FBtr0334496	CG9757	CG9757	FBgn0003060	FBtr0334496	Dmel_Dsim	82.534	0.0555	0.0132	0.2385
FBgn0003062_FBtr0071982	Fib	CG9888	FBgn0003062	FBtr0071982	Dmel_Dsim	99.275	0.0010	0.0001	0.0578
