"Gene_focal","Gene_ortho","species","Common Pfam match or OrthoDB group","value focal","value target","property","dataset"
"C8orf59","ENSTGUG00000018507","Taeniopygia_guttata",FALSE,0,0,"LowComp pct","human"
"CAMK2N1","CDA","Meleagris_gallopavo",FALSE,15.2,5.2,"LowComp pct","human"
"CCDC188","ovca2","Danio_rerio",FALSE,9.2,0,"LowComp pct","human"
"CCDC188","smg6","Danio_rerio",FALSE,9.2,13.1,"LowComp pct","human"
"CCER1","si:dkeyp-38g8.5","Danio_rerio",FALSE,39.8,5.2,"LowComp pct","human"
"COA1","ENSMGAG00000009914","Meleagris_gallopavo",FALSE,0,5.2,"LowComp pct","human"
"COX19","ENSMGAG00000001812","Meleagris_gallopavo",FALSE,27.6,12.2,"LowComp pct","human"
"COX19","ENSMGAG00000002239","Meleagris_gallopavo",FALSE,27.6,12.2,"LowComp pct","human"
"CYLC1","ENSLOCG00000015028","Lepisosteus_oculatus",FALSE,39.6,9.3,"LowComp pct","human"
"DDN","CYP27A1","Gallus_gallus",FALSE,19.5,0,"LowComp pct","human"
"DDN","CYP27A1","Meleagris_gallopavo",FALSE,19.5,2.3,"LowComp pct","human"
"DDN","CYP27A1","Taeniopygia_guttata",FALSE,19.5,0,"LowComp pct","human"
"DEC1","ENSCAFG00000003473","Canis_familiaris",FALSE,0,9.4,"LowComp pct","human"
"DEC1","ENSMGAG00000016797","Meleagris_gallopavo",FALSE,0,6.9,"LowComp pct","human"
"DEC1","ENSSSCG00000035890","Sus_scrofa",FALSE,0,12.8,"LowComp pct","human"
"DMAC1","ENSGALG00000041647","Gallus_gallus",FALSE,23,0,"LowComp pct","human"
"DYNAP","ENSLOCG00000003458","Lepisosteus_oculatus",FALSE,19,4.4,"LowComp pct","human"
"EQTN","ENSLOCG00000003194","Lepisosteus_oculatus",FALSE,9.8,4.7,"LowComp pct","human"
"FAM153C","ENSLOCG00000001287","Lepisosteus_oculatus",FALSE,0,12.5,"LowComp pct","human"
"FAM216B","ENSGALG00000045967","Gallus_gallus",FALSE,7.9,9.9,"LowComp pct","human"
"FAM47A","ENSMGAG00000014635","Meleagris_gallopavo",FALSE,7.7,0,"LowComp pct","human"
"FAM71D","ENSLOCG00000014143","Lepisosteus_oculatus",FALSE,12.5,0,"LowComp pct","human"
"FAM90A1","ENSLOCG00000003238","Lepisosteus_oculatus",FALSE,9.7,6.4,"LowComp pct","human"
"FAM90A1","ENSLOCG00000003249","Lepisosteus_oculatus",FALSE,9.7,0,"LowComp pct","human"
"GAST","ENSGALG00000027219","Gallus_gallus",TRUE,11.8,0,"LowComp pct","human"
"GEMIN8","ENSMGAG00000006743","Meleagris_gallopavo",FALSE,6.8,0,"LowComp pct","human"
"GEMIN8","ENSMGAG00000009524","Meleagris_gallopavo",FALSE,6.8,10.4,"LowComp pct","human"
"GEMIN8","SHROOM3","Meleagris_gallopavo",FALSE,4.9,7,"LowComp pct","human"
"HMGN3","WRB","Latimeria_chalumnae",FALSE,22.1,6.6,"LowComp pct","human"
"IL13","ENSMGAG00000009008","Meleagris_gallopavo",FALSE,0,10.7,"LowComp pct","human"
"IL13","ENSTGUG00000001384","Taeniopygia_guttata",FALSE,0,10.1,"LowComp pct","human"
"IL2","ENSTGUG00000001994","Taeniopygia_guttata",FALSE,18.8,5.4,"LowComp pct","human"
"IL5","ENSMGAG00000008970","Meleagris_gallopavo",TRUE,8.9,11.1,"LowComp pct","human"
"IL7","ENSTGUG00000011621","Taeniopygia_guttata",FALSE,8.2,0,"LowComp pct","human"
"IL9","fbxl3l","Latimeria_chalumnae",FALSE,9,4.3,"LowComp pct","human"
"ISYNA1","fkbp8","Danio_rerio",FALSE,0,15,"LowComp pct","human"
"IZUMO2","CRHR2","Gallus_gallus",FALSE,8.5,7.7,"LowComp pct","human"
"IZUMO2","CRHR2","Meleagris_gallopavo",FALSE,8.5,7.7,"LowComp pct","human"
"IZUMO2","ENSGALG00000029857","Gallus_gallus",FALSE,8.5,0,"LowComp pct","human"
"KRTAP23-1","Krtap13-1","Rattus_norvegicus",TRUE,43.9,17.2,"LowComp pct","human"
"KRTAP23-1","LOC100363136","Rattus_norvegicus",TRUE,43.9,9.1,"LowComp pct","human"
"L1TD1","ENSGALG00000038993","Gallus_gallus",FALSE,13.5,2.2,"LowComp pct","human"
"LOR","ENSGGOG00000028143","Gorilla_gorilla",FALSE,80.8,7.8,"LowComp pct","human"
"MAGEA4","ATP10A","Meleagris_gallopavo",FALSE,11.3,6.4,"LowComp pct","human"
"MAGEA4","ATP10A","Taeniopygia_guttata",FALSE,11.3,5.1,"LowComp pct","human"
"MAGEA4","ENSMGAG00000005194","Meleagris_gallopavo",FALSE,11.3,6.8,"LowComp pct","human"
"MAGEA4","ENSTGUG00000006374","Taeniopygia_guttata",FALSE,11.3,4.9,"LowComp pct","human"
"MAGEA4","ENSTGUG00000006422","Taeniopygia_guttata",FALSE,11.3,0,"LowComp pct","human"
"MAGEA4","GABRA3","Meleagris_gallopavo",FALSE,11.3,3.4,"LowComp pct","human"
"MAGEA4","UBE3A","Meleagris_gallopavo",FALSE,11.3,6.3,"LowComp pct","human"
"MAGEA4","UBE3A","Taeniopygia_guttata",FALSE,11.3,6.2,"LowComp pct","human"
"MT1HL1","CABZ01088982.1","Danio_rerio",FALSE,66.1,0,"LowComp pct","human"
"MTRNR2L12","ENSCAFG00000023663","Canis_familiaris",FALSE,0,0,"LowComp pct","human"
"MTRNR2L12","ENSGALG00000040949","Gallus_gallus",FALSE,0,4.8,"LowComp pct","human"
"MTRNR2L12","ENSMGAG00000014414","Meleagris_gallopavo",FALSE,0,5.8,"LowComp pct","human"
"MTRNR2L12","ENSMGAG00000014415","Meleagris_gallopavo",FALSE,0,0,"LowComp pct","human"
"MTRNR2L13","ENSCAFG00000012283","Canis_familiaris",FALSE,0,3.8,"LowComp pct","human"
"NAT14","aplp2","Lepisosteus_oculatus",FALSE,46.9,15,"LowComp pct","human"
"NAT14","ENSACAG00000029066","Anolis_carolinensis",FALSE,46.9,10,"LowComp pct","human"
"NAT14","NFRKB","Meleagris_gallopavo",FALSE,46.9,24.6,"LowComp pct","human"
"NAT14","NFRKB","Taeniopygia_guttata",FALSE,46.9,19.9,"LowComp pct","human"
"NAT14","RIPK4","Gallus_gallus",FALSE,46.9,5.4,"LowComp pct","human"
"NAT14","RIPK4","Taeniopygia_guttata",FALSE,46.9,7.8,"LowComp pct","human"
"NAT14","SST","Gallus_gallus",FALSE,52.9,0,"LowComp pct","human"
"NAT14","SST","Meleagris_gallopavo",FALSE,35.8,0,"LowComp pct","human"
"NUDT16","ENSMGAG00000011441","Meleagris_gallopavo",FALSE,15.8,8.5,"LowComp pct","human"
"ODF3L2","ENSMGAG00000002676","Meleagris_gallopavo",FALSE,0,9.7,"LowComp pct","human"
"POM121L12","ENSMGAG00000015426","Meleagris_gallopavo",FALSE,11.1,0,"LowComp pct","human"
"PRM1","RMI2","Gorilla_gorilla",FALSE,92.3,0,"LowComp pct","human"
"PTH","ENSLACG00000006640","Latimeria_chalumnae",FALSE,0,6.9,"LowComp pct","human"
"PXT1","zgc:194242","Latimeria_chalumnae",FALSE,17.8,0,"LowComp pct","human"
"QRFP","FAM20B","Anolis_carolinensis",FALSE,19.7,3.2,"LowComp pct","human"
"RRS1","ENSACAG00000016673","Anolis_carolinensis",FALSE,21.9,8.5,"LowComp pct","human"
"SNAPC5","ENSMGAG00000017426","Meleagris_gallopavo",TRUE,54.4,25,"LowComp pct","human"
"SNAPC5","ENSTGUG00000009402","Taeniopygia_guttata",TRUE,54.4,13.6,"LowComp pct","human"
"SSMEM1","CPA5","Anolis_carolinensis",FALSE,8.2,0,"LowComp pct","human"
"SSMEM1","ENSACAG00000025595","Anolis_carolinensis",FALSE,8.2,3.1,"LowComp pct","human"
"SUPT16H","aktip","Lepisosteus_oculatus",FALSE,14.3,0,"LowComp pct","human"
"SUPT16H","AKTIP","Meleagris_gallopavo",FALSE,14.3,0,"LowComp pct","human"
"SUPT16H","rbl2","Lepisosteus_oculatus",FALSE,11.5,8.5,"LowComp pct","human"
"SUPT16H","RBL2","Meleagris_gallopavo",FALSE,11.5,10.1,"LowComp pct","human"
"TAC3","CRHR2","Gallus_gallus",FALSE,0,7.7,"LowComp pct","human"
"TAC3","CRHR2","Meleagris_gallopavo",FALSE,0,7.7,"LowComp pct","human"
"TAC3","ENSGALG00000029857","Gallus_gallus",FALSE,0,0,"LowComp pct","human"
"TAF10","ENSTGUG00000000602","Taeniopygia_guttata",FALSE,43.4,11.2,"LowComp pct","human"
"TEX29","ENSACAG00000029361","Anolis_carolinensis",FALSE,19.7,5.2,"LowComp pct","human"
"TEX37","ENSACAG00000001230","Anolis_carolinensis",FALSE,6.6,21.6,"LowComp pct","human"
"TEX37","ENSACAG00000008364","Anolis_carolinensis",FALSE,6.6,7.6,"LowComp pct","human"
"TEX37","ENSMGAG00000013186","Meleagris_gallopavo",FALSE,6.6,7.9,"LowComp pct","human"
"TEX37","ENSTGUG00000010868","Taeniopygia_guttata",FALSE,6.6,0,"LowComp pct","human"
"TEX43","ENSLACG00000002786","Latimeria_chalumnae",FALSE,0,12.9,"LowComp pct","human"
"TEX43","ENSLACG00000003195","Latimeria_chalumnae",FALSE,0,0,"LowComp pct","human"
"TMCO2","si:dkey-148f10.4","Danio_rerio",FALSE,9.8,15,"LowComp pct","human"
"TMCO2","si:dkey-148f10.4","Latimeria_chalumnae",FALSE,9.8,0,"LowComp pct","human"
"UTF1","ENSACAG00000024721","Anolis_carolinensis",FALSE,30.7,50.8,"LowComp pct","human"
"UTS2","si:dkey-264d12.1","Danio_rerio",FALSE,0,17.1,"LowComp pct","human"
"UTS2","uts2b","Danio_rerio",TRUE,8,12.7,"LowComp pct","human"
"IL7","ENSMGAG00000011608","Meleagris_gallopavo",TRUE,8.2,10.4,"LowComp pct","human"
"IL7","ENSTGUG00000011619","Taeniopygia_guttata",TRUE,8.2,10,"LowComp pct","human"
"MT-ATP8","ATP8","Anolis_carolinensis",TRUE,66.7,37.5,"LowComp pct","human"
"MT-ATP8","ATP8","Latimeria_chalumnae",TRUE,66.7,37.5,"LowComp pct","human"
"MT-ATP8","ATP8","Lepisosteus_oculatus",TRUE,66.7,37.5,"LowComp pct","human"
"MT-ATP8","ATP8","Meleagris_gallopavo",TRUE,66.7,37.5,"LowComp pct","human"
"MT-ATP8","ATP8","Taeniopygia_guttata",TRUE,66.7,37.5,"LowComp pct","human"
"AC008758.6","si:dkey-7i4.7","Danio_rerio",FALSE,47.737,44.861,"GC pct","human"
"ACD","ENSLACG00000012327","Latimeria_chalumnae",FALSE,63.13,46.445,"GC pct","human"
"AL117339.5","si:dkey-7i4.7","Danio_rerio",FALSE,50.138,44.861,"GC pct","human"
"C12orf56","RPL18A","Meleagris_gallopavo",FALSE,47.74,51.769,"GC pct","human"
"C12orf56","RPL18A","Taeniopygia_guttata",FALSE,47.74,52.549,"GC pct","human"
"C12orf71","ENSACAG00000012318","Anolis_carolinensis",FALSE,50,42.647,"GC pct","human"
"C12orf71","ENSACAG00000012323","Anolis_carolinensis",FALSE,50,45.588,"GC pct","human"
"C19orf47","CEP170","Taeniopygia_guttata",FALSE,60.914,45.04,"GC pct","human"
"C19orf47","CEP170B","Taeniopygia_guttata",FALSE,60.914,50.879,"GC pct","human"
"C19orf47","SDCCAG8","Taeniopygia_guttata",FALSE,60.914,45.141,"GC pct","human"
"C1orf105","tmed5","Lepisosteus_oculatus",FALSE,43.297,60.606,"GC pct","human"
"C1orf115","ENSACAG00000001946","Anolis_carolinensis",FALSE,70.163,49.948,"GC pct","human"
"C1orf115","PFN3","Anolis_carolinensis",FALSE,70.163,47.101,"GC pct","human"
"C1orf127","MASP2","Meleagris_gallopavo",FALSE,61.912,45.67,"GC pct","human"
"C2orf74","ENSGALG00000023934","Gallus_gallus",FALSE,42.222,39.454,"GC pct","human"
"C4orf51","ENSGALG00000028322","Gallus_gallus",FALSE,45.156,51.728,"GC pct","human"
"C4orf51","zgc:152968","Danio_rerio",FALSE,45.156,44.029,"GC pct","human"
"C6orf222","RPLP2","Latimeria_chalumnae",FALSE,57.938,49.853,"GC pct","human"
"C8orf59","CA13","Taeniopygia_guttata",FALSE,35.644,50.579,"GC pct","human"
"C8orf59","ENSTGUG00000018507","Taeniopygia_guttata",FALSE,35.644,55.725,"GC pct","human"
"CAMK2N1","CDA","Meleagris_gallopavo",FALSE,60.338,53.054,"GC pct","human"
"CCDC188","ovca2","Danio_rerio",FALSE,66.253,50.731,"GC pct","human"
"CCDC188","smg6","Danio_rerio",FALSE,66.253,51.737,"GC pct","human"
"CCER1","si:dkeyp-38g8.5","Danio_rerio",FALSE,59.787,48.785,"GC pct","human"
"COA1","ENSMGAG00000009914","Meleagris_gallopavo",FALSE,49.887,62.857,"GC pct","human"
"COX19","ENSMGAG00000001812","Meleagris_gallopavo",FALSE,53.117,49.291,"GC pct","human"
"COX19","ENSMGAG00000002239","Meleagris_gallopavo",FALSE,53.117,46.693,"GC pct","human"
"CYLC1","ENSLOCG00000015028","Lepisosteus_oculatus",FALSE,35.378,62.21,"GC pct","human"
"DDN","CYP27A1","Gallus_gallus",FALSE,67.322,63.116,"GC pct","human"
"DDN","CYP27A1","Meleagris_gallopavo",FALSE,67.322,63.225,"GC pct","human"
"DDN","CYP27A1","Taeniopygia_guttata",FALSE,67.322,60.185,"GC pct","human"
"DEC1","ENSCAFG00000003473","Canis_familiaris",FALSE,50.235,44.097,"GC pct","human"
"DEC1","ENSMGAG00000016797","Meleagris_gallopavo",FALSE,50.235,51.946,"GC pct","human"
"DEC1","ENSSSCG00000035890","Sus_scrofa",FALSE,50.235,43.358,"GC pct","human"
"DMAC1","ENSGALG00000041647","Gallus_gallus",FALSE,63.127,55.024,"GC pct","human"
"DYNAP","ENSLOCG00000003458","Lepisosteus_oculatus",FALSE,43.286,48.492,"GC pct","human"
"EQTN","ENSLOCG00000003194","Lepisosteus_oculatus",FALSE,37.966,47.447,"GC pct","human"
"FAM153C","ENSLOCG00000001287","Lepisosteus_oculatus",FALSE,52.273,73.958,"GC pct","human"
"FAM216B","ENSGALG00000045967","Gallus_gallus",FALSE,47.619,46.698,"GC pct","human"
"FAM47A","ENSMGAG00000014635","Meleagris_gallopavo",FALSE,54.985,42.632,"GC pct","human"
"FAM71D","ENSLOCG00000014143","Lepisosteus_oculatus",FALSE,45.311,45.944,"GC pct","human"
"FAM90A1","ENSLOCG00000003238","Lepisosteus_oculatus",FALSE,60.645,64.971,"GC pct","human"
"FAM90A1","ENSLOCG00000003249","Lepisosteus_oculatus",FALSE,60.645,58.602,"GC pct","human"
"GAST","ENSGALG00000027219","Gallus_gallus",TRUE,60.458,69.497,"GC pct","human"
"GEMIN8","ENSMGAG00000006743","Meleagris_gallopavo",FALSE,50.094,41.039,"GC pct","human"
"GEMIN8","ENSMGAG00000009524","Meleagris_gallopavo",FALSE,50.094,49.383,"GC pct","human"
"GEMIN8","SHROOM3","Meleagris_gallopavo",FALSE,53.086,52.561,"GC pct","human"
"HMGN3","WRB","Latimeria_chalumnae",FALSE,46.565,43.716,"GC pct","human"
"IL13","ENSMGAG00000009008","Meleagris_gallopavo",FALSE,53.793,59.524,"GC pct","human"
"IL13","ENSTGUG00000001384","Taeniopygia_guttata",FALSE,53.793,58.213,"GC pct","human"
"IL2","ENSTGUG00000001994","Taeniopygia_guttata",FALSE,38.528,38.063,"GC pct","human"
"IL5","ENSMGAG00000008970","Meleagris_gallopavo",TRUE,42.716,41.235,"GC pct","human"
"IL7","ENSTGUG00000011621","Taeniopygia_guttata",FALSE,35.075,51.701,"GC pct","human"
"IL9","fbxl3l","Latimeria_chalumnae",FALSE,48.736,54.033,"GC pct","human"
"ISYNA1","fkbp8","Danio_rerio",FALSE,62.49,50.45,"GC pct","human"
"IZUMO2","CRHR2","Gallus_gallus",FALSE,56.028,44.794,"GC pct","human"
"IZUMO2","CRHR2","Meleagris_gallopavo",FALSE,56.028,45.278,"GC pct","human"
"IZUMO2","ENSGALG00000029857","Gallus_gallus",FALSE,56.028,57.458,"GC pct","human"
"KRTAP23-1","Krtap13-1","Rattus_norvegicus",TRUE,56.566,56.41,"GC pct","human"
"KRTAP23-1","LOC100363136","Rattus_norvegicus",TRUE,56.566,53.03,"GC pct","human"
"L1TD1","ENSGALG00000038993","Gallus_gallus",FALSE,37.952,48.17,"GC pct","human"
"LOR","ENSGGOG00000028143","Gorilla_gorilla",FALSE,74.973,50.299,"GC pct","human"
"MAGEA4","ATP10A","Meleagris_gallopavo",FALSE,56.08,45.571,"GC pct","human"
"MAGEA4","ATP10A","Taeniopygia_guttata",FALSE,56.08,46.166,"GC pct","human"
"MAGEA4","ENSMGAG00000005194","Meleagris_gallopavo",FALSE,56.08,50.152,"GC pct","human"
"MAGEA4","ENSTGUG00000006374","Taeniopygia_guttata",FALSE,56.08,55.009,"GC pct","human"
"MAGEA4","ENSTGUG00000006422","Taeniopygia_guttata",FALSE,56.08,68.229,"GC pct","human"
"MAGEA4","GABRA3","Meleagris_gallopavo",FALSE,56.08,50.56,"GC pct","human"
"MAGEA4","UBE3A","Meleagris_gallopavo",FALSE,56.08,40.076,"GC pct","human"
"MAGEA4","UBE3A","Taeniopygia_guttata",FALSE,56.08,40.535,"GC pct","human"
"MT1HL1","CABZ01088982.1","Danio_rerio",FALSE,62.366,41.924,"GC pct","human"
"MTRNR2L12","ENSCAFG00000023663","Canis_familiaris",FALSE,50.667,42.997,"GC pct","human"
"MTRNR2L12","ENSGALG00000040949","Gallus_gallus",FALSE,50.667,45.662,"GC pct","human"
"MTRNR2L12","ENSMGAG00000014414","Meleagris_gallopavo",FALSE,50.667,41.593,"GC pct","human"
"MTRNR2L12","ENSMGAG00000014415","Meleagris_gallopavo",FALSE,50.667,42.297,"GC pct","human"
"MTRNR2L13","ENSCAFG00000012283","Canis_familiaris",FALSE,40,40.759,"GC pct","human"
"NAT14","aplp2","Lepisosteus_oculatus",FALSE,72.947,61.496,"GC pct","human"
"NAT14","ENSACAG00000029066","Anolis_carolinensis",FALSE,72.947,54.888,"GC pct","human"
"NAT14","NFRKB","Meleagris_gallopavo",FALSE,72.947,50.825,"GC pct","human"
"NAT14","NFRKB","Taeniopygia_guttata",FALSE,72.947,52.374,"GC pct","human"
"NAT14","RIPK4","Gallus_gallus",FALSE,72.947,49.285,"GC pct","human"
"NAT14","RIPK4","Taeniopygia_guttata",FALSE,72.947,53.342,"GC pct","human"
"NAT14","SST","Gallus_gallus",FALSE,74.138,63.248,"GC pct","human"
"NAT14","SST","Meleagris_gallopavo",FALSE,64.78,56.338,"GC pct","human"
"NUDT16","ENSMGAG00000011441","Meleagris_gallopavo",FALSE,61.257,48.999,"GC pct","human"
"ODF3L2","ENSMGAG00000002676","Meleagris_gallopavo",FALSE,70.115,51.657,"GC pct","human"
"POM121L12","ENSMGAG00000015426","Meleagris_gallopavo",FALSE,68.575,56.439,"GC pct","human"
"PRM1","RMI2","Gorilla_gorilla",FALSE,58.974,52.549,"GC pct","human"
"PTH","ENSLACG00000006640","Latimeria_chalumnae",FALSE,42.529,39.657,"GC pct","human"
"PXT1","zgc:194242","Latimeria_chalumnae",FALSE,40.988,41.905,"GC pct","human"
"QRFP","FAM20B","Anolis_carolinensis",FALSE,64.477,47.886,"GC pct","human"
"RRS1","ENSACAG00000016673","Anolis_carolinensis",FALSE,64.39,41.085,"GC pct","human"
"SNAPC5","ENSMGAG00000017426","Meleagris_gallopavo",TRUE,65.196,48.148,"GC pct","human"
"SNAPC5","ENSTGUG00000009402","Taeniopygia_guttata",TRUE,65.196,57.071,"GC pct","human"
"SSMEM1","CPA5","Anolis_carolinensis",FALSE,45.306,52.521,"GC pct","human"
"SSMEM1","ENSACAG00000025595","Anolis_carolinensis",FALSE,45.306,53.987,"GC pct","human"
"SUPT16H","aktip","Lepisosteus_oculatus",FALSE,58.333,53.196,"GC pct","human"
"SUPT16H","AKTIP","Meleagris_gallopavo",FALSE,58.333,45.351,"GC pct","human"
"SUPT16H","rbl2","Lepisosteus_oculatus",FALSE,43.639,62.557,"GC pct","human"
"SUPT16H","RBL2","Meleagris_gallopavo",FALSE,43.639,47.421,"GC pct","human"
"TAC3","CRHR2","Gallus_gallus",FALSE,53.922,44.794,"GC pct","human"
"TAC3","CRHR2","Meleagris_gallopavo",FALSE,53.922,45.278,"GC pct","human"
"TAC3","ENSGALG00000029857","Gallus_gallus",FALSE,53.922,57.458,"GC pct","human"
"TAF10","ENSTGUG00000000602","Taeniopygia_guttata",FALSE,66.514,67.068,"GC pct","human"
"TEX29","ENSACAG00000029361","Anolis_carolinensis",FALSE,53.07,50.407,"GC pct","human"
"TEX37","ENSACAG00000001230","Anolis_carolinensis",FALSE,55.433,61.275,"GC pct","human"
"TEX37","ENSACAG00000008364","Anolis_carolinensis",FALSE,55.433,44.62,"GC pct","human"
"TEX37","ENSMGAG00000013186","Meleagris_gallopavo",FALSE,55.433,51.57,"GC pct","human"
"TEX37","ENSTGUG00000010868","Taeniopygia_guttata",FALSE,55.433,58.508,"GC pct","human"
"TEX43","ENSLACG00000002786","Latimeria_chalumnae",FALSE,41.728,46.123,"GC pct","human"
"TEX43","ENSLACG00000003195","Latimeria_chalumnae",FALSE,41.728,40.741,"GC pct","human"
"TMCO2","si:dkey-148f10.4","Danio_rerio",FALSE,40.984,39.823,"GC pct","human"
"TMCO2","si:dkey-148f10.4","Latimeria_chalumnae",FALSE,40.984,44.737,"GC pct","human"
"UTF1","ENSACAG00000024721","Anolis_carolinensis",FALSE,78.168,68.852,"GC pct","human"
"UTS2","si:dkey-264d12.1","Danio_rerio",FALSE,42.381,49.422,"GC pct","human"
"UTS2","uts2b","Danio_rerio",TRUE,43.467,53.439,"GC pct","human"
"IL7","ENSMGAG00000011608","Meleagris_gallopavo",TRUE,35.075,40.046,"GC pct","human"
"IL7","ENSTGUG00000011619","Taeniopygia_guttata",TRUE,35.075,38.462,"GC pct","human"
"MT-ATP8","ATP8","Anolis_carolinensis",TRUE,39.614,38.69,"GC pct","human"
"MT-ATP8","ATP8","Latimeria_chalumnae",TRUE,39.614,42.857,"GC pct","human"
"MT-ATP8","ATP8","Lepisosteus_oculatus",TRUE,39.614,44.048,"GC pct","human"
"MT-ATP8","ATP8","Meleagris_gallopavo",TRUE,39.614,38.788,"GC pct","human"
"MT-ATP8","ATP8","Taeniopygia_guttata",TRUE,39.614,43.452,"GC pct","human"
"AC008758.6","si:dkey-7i4.7","Danio_rerio",FALSE,0,0,"TM pct","human"
"ACD","ENSLACG00000012327","Latimeria_chalumnae",FALSE,0,0,"TM pct","human"
"AL117339.5","si:dkey-7i4.7","Danio_rerio",FALSE,0,0,"TM pct","human"
"C12orf56","RPL18A","Meleagris_gallopavo",FALSE,9.765,0,"TM pct","human"
"C12orf56","RPL18A","Taeniopygia_guttata",FALSE,9.765,0,"TM pct","human"
"C12orf71","ENSACAG00000012318","Anolis_carolinensis",FALSE,0,0,"TM pct","human"
"C12orf71","ENSACAG00000012323","Anolis_carolinensis",FALSE,0,0,"TM pct","human"
"C19orf47","CEP170","Taeniopygia_guttata",FALSE,0,0,"TM pct","human"
"C19orf47","CEP170B","Taeniopygia_guttata",FALSE,0,0,"TM pct","human"
"C19orf47","SDCCAG8","Taeniopygia_guttata",FALSE,0,0,"TM pct","human"
"C1orf105","tmed5","Lepisosteus_oculatus",FALSE,0,9.524,"TM pct","human"
"C1orf115","ENSACAG00000001946","Anolis_carolinensis",FALSE,0,0,"TM pct","human"
"C1orf115","PFN3","Anolis_carolinensis",FALSE,0,0,"TM pct","human"
"C1orf127","MASP2","Meleagris_gallopavo",FALSE,0,0,"TM pct","human"
"C2orf74","ENSGALG00000023934","Gallus_gallus",FALSE,12.821,0,"TM pct","human"
"C4orf51","ENSGALG00000028322","Gallus_gallus",FALSE,0,0,"TM pct","human"
"C4orf51","zgc:152968","Danio_rerio",FALSE,0,0,"TM pct","human"
"C6orf222","RPLP2","Latimeria_chalumnae",FALSE,0,0,"TM pct","human"
"C8orf59","CA13","Taeniopygia_guttata",FALSE,0,0,"TM pct","human"
"C8orf59","ENSTGUG00000018507","Taeniopygia_guttata",FALSE,0,0,"TM pct","human"
"CAMK2N1","CDA","Meleagris_gallopavo",FALSE,0,0,"TM pct","human"
"CCDC188","ovca2","Danio_rerio",FALSE,5.459,0,"TM pct","human"
"CCDC188","smg6","Danio_rerio",FALSE,5.459,0,"TM pct","human"
"CCER1","si:dkeyp-38g8.5","Danio_rerio",FALSE,0,0,"TM pct","human"
"COA1","ENSMGAG00000009914","Meleagris_gallopavo",FALSE,11.565,0,"TM pct","human"
"COX19","ENSMGAG00000001812","Meleagris_gallopavo",FALSE,0,0,"TM pct","human"
"COX19","ENSMGAG00000002239","Meleagris_gallopavo",FALSE,0,4.519,"TM pct","human"
"CYLC1","ENSLOCG00000015028","Lepisosteus_oculatus",FALSE,0,39.394,"TM pct","human"
"DDN","CYP27A1","Gallus_gallus",FALSE,0,0,"TM pct","human"
"DDN","CYP27A1","Meleagris_gallopavo",FALSE,0,0,"TM pct","human"
"DDN","CYP27A1","Taeniopygia_guttata",FALSE,0,0,"TM pct","human"
"DEC1","ENSCAFG00000003473","Canis_familiaris",FALSE,0,0,"TM pct","human"
"DEC1","ENSMGAG00000016797","Meleagris_gallopavo",FALSE,0,0,"TM pct","human"
"DEC1","ENSSSCG00000035890","Sus_scrofa",FALSE,0,0,"TM pct","human"
"DMAC1","ENSGALG00000041647","Gallus_gallus",FALSE,33.628,0,"TM pct","human"
"DYNAP","ENSLOCG00000003458","Lepisosteus_oculatus",FALSE,10.427,0,"TM pct","human"
"EQTN","ENSLOCG00000003194","Lepisosteus_oculatus",FALSE,8.136,0,"TM pct","human"
"FAM153C","ENSLOCG00000001287","Lepisosteus_oculatus",FALSE,0,0,"TM pct","human"
"FAM216B","ENSGALG00000045967","Gallus_gallus",FALSE,0,0,"TM pct","human"
"FAM47A","ENSMGAG00000014635","Meleagris_gallopavo",FALSE,0,0,"TM pct","human"
"FAM71D","ENSLOCG00000014143","Lepisosteus_oculatus",FALSE,0,0,"TM pct","human"
"FAM90A1","ENSLOCG00000003238","Lepisosteus_oculatus",FALSE,0,0,"TM pct","human"
"FAM90A1","ENSLOCG00000003249","Lepisosteus_oculatus",FALSE,0,0,"TM pct","human"
"GAST","ENSGALG00000027219","Gallus_gallus",TRUE,0,0,"TM pct","human"
"GEMIN8","ENSMGAG00000006743","Meleagris_gallopavo",FALSE,0,8.602,"TM pct","human"
"GEMIN8","ENSMGAG00000009524","Meleagris_gallopavo",FALSE,0,0,"TM pct","human"
"GEMIN8","SHROOM3","Meleagris_gallopavo",FALSE,0,0,"TM pct","human"
"HMGN3","WRB","Latimeria_chalumnae",FALSE,0,36.066,"TM pct","human"
"IL13","ENSMGAG00000009008","Meleagris_gallopavo",FALSE,0,0,"TM pct","human"
"IL13","ENSTGUG00000001384","Taeniopygia_guttata",FALSE,0,0,"TM pct","human"
"IL2","ENSTGUG00000001994","Taeniopygia_guttata",FALSE,0,0,"TM pct","human"
"IL5","ENSMGAG00000008970","Meleagris_gallopavo",TRUE,0,0,"TM pct","human"
"IL7","ENSTGUG00000011621","Taeniopygia_guttata",FALSE,0,0,"TM pct","human"
"IL9","fbxl3l","Latimeria_chalumnae",FALSE,0,0,"TM pct","human"
"ISYNA1","fkbp8","Danio_rerio",FALSE,0,4.914,"TM pct","human"
"IZUMO2","CRHR2","Gallus_gallus",FALSE,11.489,34.383,"TM pct","human"
"IZUMO2","CRHR2","Meleagris_gallopavo",FALSE,11.489,34.383,"TM pct","human"
"IZUMO2","ENSGALG00000029857","Gallus_gallus",FALSE,11.489,8.56,"TM pct","human"
