"Gene_name","dN","dS","micro-synteny","tag"
"ISC10",0.141975,0.54295,"NO","yeast"
"SLO1",0.1655,0.832,"NO","yeast"
"FMP10",0.049175,0.879925,"NO","yeast"
"FAU1",0.06695,0.9003,"YES","yeast"
"ALR2",0.192875,1.070675,"NO","yeast"
"SWP82",0.108825,0.92515,"NO","yeast"
"EMP47",0.0763,1.089025,"NO","yeast"
"RGD2",0.04415,0.726425,"NO","yeast"
"FMP32",0.0242,0.731,"NO","yeast"
"SEC53",0.019775,0.3836,"YES","yeast"
"UTP20",0.06875,0.81385,"NO","yeast"
"OTU1",0.0673,0.537675,"NO","yeast"
"YFL042C",0.087325,0.669075,"NO","yeast"
"SOR1",0.14245,0.4056,"NO","yeast"
"FET5",0.047175,0.693475,"NO","yeast"
"YFL040W",0.04865,0.9081,"NO","yeast"
"ACT1",0,0.178125,"NO","yeast"
"YPT1",0.001075,0.749125,"NO","yeast"
"TUB2",0.002725,0.460875,"NO","yeast"
"RPO41",0.046125,0.949675,"NO","yeast"
"HTA2",0.005175,0.431625,"NO","yeast"
"MOB2",0.016,0.90625,"NO","yeast"
"RPL22B",0.047325,0.569375,"NO","yeast"
"YFL034W",0.084775,0.92505,"NO","yeast"
"RIM15",0.0514,0.75515,"NO","yeast"
"HAC1",0.08275,0.470025,"NO","yeast"
"AGX1",0.045425,0.830625,"NO","yeast"
"CAK1",0.1146,0.8215,"YES","yeast"
"CAF16",0.034825,0.695925,"YES","yeast"
"GYP8",0.1139,0.717975,"YES","yeast"
"STE2",0.05475,0.88045,"YES","yeast"
"HTB2",0.00925,0.475025,"YES","yeast"
"BST1",0.1067,0.7528,"NO","yeast"
"EPL1",0.044975,0.912325,"NO","yeast"
"BUD27",0.18405,0.717775,"NO","yeast"
"FRS2",0.022775,0.746575,"NO","yeast"
"GAT1",0.052375,0.565125,"NO","yeast"
"PAU5",0.083125,0.570375,"NO","yeast"
"LPD1",0.016,0.63735,"NO","yeast"
"SMX2",0.04025,0.4333,"YES","yeast"
"GNA1",0.06195,0.91595,"YES","yeast"
"MDJ1",0.033225,0.7911,"NO","yeast"
"ECM15",0.016775,0.726725,"NO","yeast"
"HSP12",0.0337,0.431175,"NO","yeast"
"IES1",0.097925,0.849075,"NO","yeast"
"YFL012W",0.315725,0.70985,"NO","yeast"
"HXT10",0.052675,0.886075,"NO","yeast"
"WWM1",0.062975,0.45455,"NO","yeast"
"CDC4",0.065025,0.794425,"NO","yeast"
"SMC1",0.04535,0.745425,"NO","yeast"
"BLM10",0.0491,0.7654,"NO","yeast"
"SEC4",0.004325,0.531625,"NO","yeast"
"VTC2",0.042625,0.593325,"NO","yeast"
"NTH2",0.034825,0.962525,"NO","yeast"
"MSH4",0.06375,0.76085,"NO","yeast"
"SPB4",0.055675,0.70665,"NO","yeast"
"DEG1",0.1021,0.63285,"NO","yeast"
"LOC1",0.04705,0.6735,"NO","yeast"
"NIC96",0.038225,0.83645,"NO","yeast"
"YPI1",0.080075,0.694475,"NO","yeast"
"RPN11",0.005575,0.73205,"NO","yeast"
"SAD1",0.110525,0.713675,"YES","yeast"
"YFR006W",0.0687,0.71375,"NO","yeast"
"YFH7",0.1086,0.778825,"NO","yeast"
"RER2",0.02525,0.586325,"NO","yeast"
"FAR7",0.136225,0.660375,"NO","yeast"
"GCN20",0.021525,0.61805,"NO","yeast"
"UBP6",0.0306,0.692325,"YES","yeast"
"MIC19",0.04985,0.584825,"NO","yeast"
"DCV1",0.25855,0.79715,"NO","yeast"
"IOC3",0.079275,0.6072,"NO","yeast"
"CMK1",0.0669,0.6764,"NO","yeast"
"GSY1",0.018225,0.742525,"YES","yeast"
"YFR016C",0.36255,0.763725,"NO","yeast"
"IGD1",0.104525,1.0827,"NO","yeast"
"COQ1",0.0321,0.826325,"YES","yeast"
"YFR018C",0.1362,1.4238,"NO","yeast"
"FAB1",0.05255,0.842525,"NO","yeast"
"ATG18",0.028025,0.559225,"NO","yeast"
"ROG3",0.076875,0.7298,"NO","yeast"
"PES4",0.0464,0.705875,"NO","yeast"
"LSB3",0.027925,0.63265,"NO","yeast"
"HIS2",0.0849,0.5862,"NO","yeast"
"ECO1",0.063725,0.6114,"NO","yeast"
"CDC14",0.03145,0.558575,"NO","yeast"
"PTR3",0.06755,0.77795,"NO","yeast"
"GPI18",0.074425,0.613375,"NO","yeast"
"MET10",0.052425,0.6782,"YES","yeast"
"SMC2",0.0565,0.82315,"NO","yeast"
"RPL2A",0.00135,0.15565,"NO","yeast"
"RRT5",0.0991,0.9559,"NO","yeast"
"QCR6",0.100675,0.4236,"NO","yeast"
"PHO4",0.04705,1.35915,"NO","yeast"
"CDC26",0.09575,0.700875,"NO","yeast"
"RSC8",0.038975,0.7108,"YES","yeast"
"RCR1",0.164575,0.756725,"NO","yeast"
"YAL044W-A",0.0502,0.5929,"NO","yeast"
"IRC5",0.063475,0.7759,"YES","yeast"
"OSW7",0.1512,0.696675,"YES","yeast"
"SAP155",0.050225,0.73665,"YES","yeast"
"ERJ5",0.0853,0.754875,"YES","yeast"
"KEG1",0.083825,0.522775,"NO","yeast"
"IRC6",0.169725,0.91445,"NO","yeast"
"DUG1",0.0207,0.722825,"NO","yeast"
"YFR045W",0.059275,1.24195,"YES","yeast"
"CNN1",0.18925,0.716425,"YES","yeast"
"BNA6",0.0298,0.619325,"YES","yeast"
"UGA2",0.024725,0.736425,"NO","yeast"
"RMD8",0.05815,0.7968,"YES","yeast"
"YMR31",0.0877,0.583525,"YES","yeast"
"PRE4",0.02435,0.5978,"YES","yeast"
"RET2",0.038725,0.699775,"YES","yeast"
"RPN12",0.036775,0.65865,"YES","yeast"
"HXK1",0.025925,0.640625,"NO","yeast"
"ZRT1",0.072325,0.820725,"NO","yeast"
"FZF1",0.187925,0.78285,"NO","yeast"
"HXK2",0.01485,0.399075,"YES","yeast"
"RTG2",0.0143,1.516075,"NO","yeast"
"DSF2",0.1001,0.88255,"NO","yeast"
"HFM1",0.095275,1.418875,"NO","yeast"
"RMR1",0.086875,0.57595,"NO","yeast"
"ZIP2",0.236875,0.69695,"NO","yeast"
"PDE1",0.059625,0.7925,"NO","yeast"
"BRR6",0.129625,0.8724,"YES","yeast"
"RAI1",0.047175,0.86425,"NO","yeast"
"GUS1",0.0191,0.53485,"NO","yeast"
"RTF1",0.0312,0.720375,"NO","yeast"
"TAD1",0.150675,0.7894,"NO","yeast"
"YGL242C",0.042425,0.52085,"NO","yeast"
"HHF2",0,0.3258,"NO","yeast"
"KAP114",0.115675,0.755025,"YES","yeast"
"DOC1",0.057475,0.64345,"YES","yeast"
"CSE1",0.026825,0.554275,"YES","yeast"
"HAP2",0.102925,0.5185,"YES","yeast"
"MTO1",0.06105,1.5268,"NO","yeast"
"ADE5,7",0.02235,0.543475,"NO","yeast"
"SEC15",0.0501,0.675725,"NO","yeast"
"TAN1",0.063775,0.563675,"NO","yeast"
"EMC4",0.0647,0.688525,"NO","yeast"
"YGL230C",0.266425,0.755975,"YES","yeast"
"HHT1",0,0.2104,"NO","yeast"
"SAP4",0.118275,0.624175,"YES","yeast"
"SHE10",0.116625,0.83765,"NO","yeast"
"VID30",0.065725,0.9651,"NO","yeast"
"OST5",0.099075,1.23845,"NO","yeast"
"MTC3",0.09695,0.621525,"NO","yeast"
"VRG4",0.02815,0.44015,"NO","yeast"
"SDT1",0.051175,0.633675,"YES","yeast"
"COG1",0.153425,0.71125,"YES","yeast"
"EDC1",0.10535,0.390875,"YES","yeast"
"NIF3",0.072625,0.768175,"NO","yeast"
"IPP1",0.01985,0.2935,"NO","yeast"
"FRA2",0.026375,0.48635,"NO","yeast"
"MDM34",0.054275,0.890675,"NO","yeast"
"KIP3",0.055325,1.1645,"YES","yeast"
"CLG1",0.062275,0.5495,"YES","yeast"
"SKI8",0.04435,0.90775,"NO","yeast"
"VAM7",0.0924,0.74635,"NO","yeast"
"NCS6",0.02445,0.693625,"NO","yeast"
"YPT32",0.017925,0.5632,"NO","yeast"
"MIG2",0.04765,0.727025,"NO","yeast"
"SIP2",0.12605,0.915,"NO","yeast"
"GRX7",0.1698,0.739375,"NO","yeast"
"SPT16",0.0182,1.01405,"NO","yeast"
"CHC1",0.018725,0.77415,"YES","yeast"
"POX1",0.03535,1.502425,"NO","yeast"
"ARO8",0.038325,0.7283,"NO","yeast"
"MCM6",0.028025,1.232325,"NO","yeast"
"EMP24",0.01925,0.5993,"NO","yeast"
"YIP4",0.07645,0.885675,"YES","yeast"
"MDS3",0.053525,1.114275,"YES","yeast"
"DSD1",0.0792,0.963225,"YES","yeast"
"GCN1",0.051375,0.787225,"YES","yeast"
"MNN2",0.102725,0.782525,"YES","yeast"
"YGL194C-A",0.155425,0.463925,"YES","yeast"
"HOS2",0.0231,0.992575,"NO","yeast"
"IME4",0.082675,0.7374,"NO","yeast"
"COX13",0.015775,0.75295,"YES","yeast"
"CDC55",0.011575,0.652725,"YES","yeast"
"RPS26A",0.000975,0.088925,"NO","yeast"
"COX4",0.0185,0.619475,"NO","yeast"
"TPN1",0.04665,0.839125,"NO","yeast"
"YGL185C",0.13005,1.461875,"NO","yeast"
"STR3",0.03275,0.9206,"NO","yeast"
"MND1",0.081675,0.769025,"NO","yeast"
"GTS1",0.0539,0.750975,"NO","yeast"
"ATG1",0.04305,0.82585,"NO","yeast"
"TOS3",0.1361,0.664175,"NO","yeast"
"MPT5",0.04805,0.659575,"NO","yeast"
"YGL176C",0.23855,0.751875,"NO","yeast"
"SAE2",0.136525,0.755875,"NO","yeast"
"BUD13",0.18465,0.67535,"NO","yeast"
"XRN1",0.048325,0.80975,"NO","yeast"
"NUP49",0.074975,0.8541,"NO","yeast"
"KAP104",0.0316,0.643325,"YES","yeast"
"ROK1",0.04895,0.6801,"NO","yeast"
"SPO74",0.15595,0.760375,"NO","yeast"
"SUA5",0.0757,1.135725,"NO","yeast"
"PMR1",0.0228,0.757525,"NO","yeast"
"CUP2",0.170675,0.61935,"NO","yeast"
"YRB30",0.073325,0.960225,"NO","yeast"
"RAD54",0.0329,0.949375,"NO","yeast"
"SUT1",0.118725,0.801825,"YES","yeast"
"YIP5",0.084675,0.741675,"YES","yeast"
"AIM14",0.1116,0.839925,"YES","yeast"
"GAL7",0.078875,0.77035,"YES","yeast"
"GCV3",0.0285,0.641175,"NO","yeast"
"YGL159W",0.1587,0.7765,"NO","yeast"
"RCK1",0.1915,0.976025,"NO","yeast"
"ARI1",0.0857,1.231125,"YES","yeast"
"AMS1",0.031175,0.9098,"YES","yeast"
"CDC43",0.104375,0.794075,"YES","yeast"
"LYS5",0.160975,0.613875,"YES","yeast"
"PEX14",0.114875,0.650325,"NO","yeast"
"NUT1",0.066275,0.85815,"NO","yeast"
"INO80",0.047625,0.848625,"NO","yeast"
"YGL149W",0.168925,0.163875,"NO","yeast"
"GAL10",0.09465,0.989325,"YES","yeast"
"ARO2",0.008,0.7113,"NO","yeast"
"RPL9A",0.0246,0.190675,"NO","yeast"
"RRT6",0.1507,0.895075,"YES","yeast"
"TIP20",0.115025,0.7324,"YES","yeast"
"ROG1",0.0557,0.994125,"YES","yeast"
"MRF1",0.04765,0.839525,"YES","yeast"
"GPI10",0.1065,0.710075,"YES","yeast"
"HUL5",0.067175,0.73785,"NO","yeast"
"YGL140C",0.037025,1.04355,"YES","yeast"
"FLC3",0.04375,0.68675,"NO","yeast"
"GAL1",0.111825,0.91755,"YES","yeast"
"YGL138C",0.188725,1.29275,"NO","yeast"
"SEC27",0.031875,0.74795,"NO","yeast"
"MRM2",0.062125,0.6248,"NO","yeast"
"RPL1B",0.003475,0.12475,"NO","yeast"
"PCL10",0.1365,0.89875,"NO","yeast"
"ITC1",0.102225,0.7576,"NO","yeast"
"SNT2",0.1577,0.93135,"NO","yeast"
"CEG1",0.033325,0.9296,"NO","yeast"
"RSM23",0.0639,0.8102,"NO","yeast"
"CWC23",0.10785,0.730475,"NO","yeast"
"FUR4",0.0282,0.610575,"YES","yeast"
"SOH1",0.03015,0.532725,"NO","yeast"
"SCS3",0.06555,1.051725,"YES","yeast"
"MET13",0.022275,1.790425,"YES","yeast"
"MON1",0.082175,0.7723,"YES","yeast"
"RPS2",0.0063,0.1146,"YES","yeast"
"NAB2",0.0429,1.4199,"YES","yeast"
"GPG1",0.079425,0.596525,"YES","yeast"
"PRP43",0.012375,0.9173,"NO","yeast"
"COQ8",0.06575,0.8566,"NO","yeast"
"YGL117W",0.22525,0.70695,"NO","yeast"
"POA1",0.1291,0.680275,"YES","yeast"
"CDC20",0.033225,0.803,"YES","yeast"
"SNF4",0.014825,0.601375,"YES","yeast"
"YGL114W",0.02495,0.869325,"YES","yeast"
"SLD3",0.122725,0.73735,"YES","yeast"
"TAF6",0.023675,0.75055,"NO","yeast"
"NSA1",0.127825,0.880625,"NO","yeast"
"CUE3",0.100875,1.63,"NO","yeast"
"YGL108C",0.128475,0.59375,"NO","yeast"
"RMD9",0.098225,0.7518,"NO","yeast"
"MLC1",0.022625,0.74975,"NO","yeast"
"CHS3",0.025675,0.692775,"YES","yeast"
"ARC1",0.03385,0.374125,"NO","yeast"
"VPS73",0.05335,0.7008,"NO","yeast"
"RPL28",0.00525,0.14555,"YES","yeast"
"YGL101W",0.064875,0.734525,"YES","yeast"
"SEH1",0.02835,0.851025,"YES","yeast"
"LSG1",0.024125,0.899725,"NO","yeast"
"USE1",0.105025,0.870175,"NO","yeast"
"SRM1",0.0393,0.758425,"NO","yeast"
"TOS8",0.155375,1.0173,"NO","yeast"
"VPS45",0.0588,0.8195,"NO","yeast"
"SCO2",0.0891,0.652675,"YES","yeast"
"PAN2",0.035625,1.004175,"NO","yeast"
"SPC105",0.155975,0.77045,"NO","yeast"
"NUP145",0.13345,0.9422,"NO","yeast"
"NBP35",0.023625,0.803,"NO","yeast"
"LIF1",0.195625,0.7373,"YES","yeast"
"MF(ALPHA)2",0.144725,0.599925,"NO","yeast"
"YGL088W",0.052875,0.089675,"NO","yeast"
"MMS2",0.0201,0.57515,"NO","yeast"
"MAD1",0.07895,0.65,"NO","yeast"
"LCL3",0.068425,0.663975,"NO","yeast"
"OLA1",0.026775,0.4752,"YES","yeast"
"GUP1",0.046525,0.717575,"YES","yeast"
"SCY1",0.0864,0.80265,"YES","yeast"
"YGL082W",0.05485,1.287175,"YES","yeast"
"YGL081W",0.182125,1.066825,"YES","yeast"
"MPC1",0.02585,0.537125,"YES","yeast"
"KXD1",0.0772,1.171875,"YES","yeast"
"DBP3",0.03145,0.676425,"YES","yeast"
"HNM1",0.03615,0.906775,"NO","yeast"
"RPL7A",0.012375,0.170425,"NO","yeast"
"MPS2",0.1759,0.705425,"NO","yeast"
"ETR1",0.044525,0.70915,"NO","yeast"
"HSF1",0.08675,0.807825,"YES","yeast"
"AFT1",0.10335,0.80735,"YES","yeast"
"RPB9",0.000925,0.68315,"YES","yeast"
"MNP1",0.04825,0.506175,"YES","yeast"
"NPY1",0.0732,0.829575,"YES","yeast"
"SGF73",0.0942,0.82575,"YES","yeast"
"ALG2",0.065,0.894525,"NO","yeast"
"MRH4",0.09105,0.928325,"NO","yeast"
"PUS2",0.072075,0.732625,"NO","yeast"
"PYC1",0.0133,0.74185,"YES","yeast"
"YPK3",0.0647,0.789075,"NO","yeast"
"DUO1",0.102775,0.83275,"YES","yeast"
"YBP2",0.174575,0.851225,"YES","yeast"
"PKP2",0.0262,0.81405,"NO","yeast"
"RAD6",0.005225,0.5302,"NO","yeast"
"GEP7",0.189225,0.7489,"NO","yeast"
"SDS23",0.0391,0.619075,"NO","yeast"
"OLE1",0.0197,0.383375,"YES","yeast"
"ERV14",0.009375,0.434075,"NO","yeast"
"TYW3",0.098075,0.777775,"NO","yeast"
"TIF4632",0.08825,0.8388,"NO","yeast"
"CDS1",0.0227,0.56,"YES","yeast"
"PTA1",0.06355,0.812225,"YES","yeast"
"RPT6",0.003725,0.626625,"YES","yeast"
"ALG13",0.1101,0.77425,"NO","yeast"
"RIM8",0.065375,0.7779,"NO","yeast"
"RNA15",0.02915,0.795625,"YES","yeast"
"DST1",0.038325,0.50515,"NO","yeast"
"YGL041W-A",0.116275,0.922375,"NO","yeast"
"HEM2",0.014625,0.971025,"NO","yeast"
"YGL039W",0.087175,0.986975,"NO","yeast"
"OCH1",0.123925,0.732425,"NO","yeast"
"PNC1",0.030725,0.4956,"NO","yeast"
"RKM3",0.133025,0.85865,"YES","yeast"
"YGL036W",0.131,0.5959,"NO","yeast"
"MIG1",0.0698,0.814,"NO","yeast"
"YGL034C",0.251425,0.07365,"NO","yeast"
"HOP2",0.0824,0.7254,"NO","yeast"
"AGA2",0.200925,0.685175,"YES","yeast"
"RPL24A",0.016675,0.14865,"NO","yeast"
"RPL30",0.001125,0.082725,"NO","yeast"
"CGR1",0.05945,0.610825,"NO","yeast"
"SCW11",0.076525,0.79495,"NO","yeast"
"CWH41",0.062625,0.70625,"NO","yeast"
"RPL4A",0.007975,0.11915,"NO","yeast"
"TRP5",0.01415,0.680225,"NO","yeast"
"PGD1",0.1011,0.664825,"NO","yeast"
"PIB2",0.079925,0.868875,"YES","yeast"
"STT3",0.0162,0.62585,"NO","yeast"
"ALK1",0.08125,0.758475,"NO","yeast"
"GET1",0.093775,0.627875,"YES","yeast"
"CKB1",0.011625,0.451025,"YES","yeast"
"JAC1",0.068125,0.6718,"YES","yeast"
"ATE1",0.089525,0.78515,"YES","yeast"
"KAP122",0.05005,0.55345,"YES","yeast"
"EDS1",0.250975,0.833775,"NO","yeast"
"YGL015C",0.247525,0.85895,"NO","yeast"
"PUF4",0.062875,0.814925,"NO","yeast"
"PDR1",0.069925,0.93585,"NO","yeast"
"ERG4",0.035575,0.66995,"NO","yeast"
"SCL1",0.01115,0.662725,"YES","yeast"
"MPO1",0.116425,0.493125,"YES","yeast"
"LEU1",0.02275,0.734525,"YES","yeast"
"PMA1",0.012975,0.173025,"NO","yeast"
"BRP1",0.18215,0.39335,"NO","yeast"
"PMC1",0.068025,0.8237,"NO","yeast"
"HMT1",0.016,0.62765,"YES","yeast"
"COG7",0.13505,0.8793,"YES","yeast"
"RPN14",0.133125,0.5896,"YES","yeast"
"CDH1",0.0276,0.886425,"YES","yeast"
"ERP6",0.085475,0.56275,"YES","yeast"
"ERG26",0.0207,0.807325,"YES","yeast"
"EFM5",0.050875,1.24915,"NO","yeast"
"SWC4",0.057725,0.8403,"NO","yeast"
"CUL3",0.13215,0.7322,"NO","yeast"
"PEX31",0.060175,0.68475,"NO","yeast"
"TFG2",0.016375,0.8002,"YES","yeast"
"PDX3",0.020875,0.6527,"NO","yeast"
"PRP18",0.133575,0.81945,"YES","yeast"
"ECT1",0.0666,1.1352,"YES","yeast"
"STF2",0.046775,0.6348,"YES","yeast"
"SEC9",0.086825,0.994175,"YES","yeast"
"NMA2",0.01345,0.6901,"YES","yeast"
"YGR012W",0.05165,1.0094,"NO","yeast"
"SNU71",0.1465,0.450075,"NO","yeast"
"MSB2",0.2113,0.53105,"NO","yeast"
"YGR015C",0.096775,0.85925,"NO","yeast"
"YGR016W",0.08555,0.46755,"NO","yeast"
"CSG2",0.0428,0.62975,"NO","yeast"
"YGR017W",0.064425,0.528675,"NO","yeast"
"UGA1",0.027375,0.42325,"NO","yeast"
"VMA7",0.010275,0.431375,"NO","yeast"
"YGR021W",0.0689,0.797325,"NO","yeast"
"MTL1",0.14565,0.574725,"NO","yeast"
"RPS25A",0,0.12535,"NO","yeast"
"MSP1",0.022125,1.009625,"NO","yeast"
"ERV1",0.074975,1.254125,"NO","yeast"
"POP6",0.1721,0.640775,"NO","yeast"
"IMO32",0.1219,0.7132,"NO","yeast"
"SCO1",0.045675,0.7923,"NO","yeast"
"GSC2",0.02275,1.060575,"NO","yeast"
"TIM21",0.079025,0.731425,"NO","yeast"
"RPL26B",0.006975,0.1172,"NO","yeast"
"YGR035C",0.1518,0.65285,"NO","yeast"
"YGR035W-A",0.256325,0.354875,"NO","yeast"
"CAX4",0.058125,0.663425,"NO","yeast"
"ORM1",0.03045,0.735275,"NO","yeast"
"KSS1",0.01095,1.120475,"NO","yeast"
"BUD9",0.21995,0.8039,"YES","yeast"
"CHS2",0.014125,0.70925,"NO","yeast"
"YGR042W",0.2169,0.795075,"NO","yeast"
"NQM1",0.032975,0.791525,"NO","yeast"
"RME1",0.234725,0.727325,"NO","yeast"
"TAM41",0.054725,0.743575,"NO","yeast"
"TFC4",0.03935,1.01075,"NO","yeast"
"UFD1",0.043625,1.2084,"NO","yeast"
"SCM4",0.034475,0.760225,"NO","yeast"
"FMP48",0.070975,0.8459,"NO","yeast"
"YGR053C",0.152275,0.8399,"NO","yeast"
"YGR054W",0.036475,0.79385,"NO","yeast"
"ATP3",0.01665,0.533875,"NO","yeast"
"MUP1",0.02405,0.673825,"NO","yeast"
"RSC1",0.0747,0.8701,"NO","yeast"
"LST7",0.0308,0.761725,"NO","yeast"
"PEF1",0.059675,0.722375,"NO","yeast"
"SPR3",0.078675,1.56805,"NO","yeast"
"ERG25",0.006975,0.35635,"NO","yeast"
"ADE6",0.0247,0.7805,"YES","yeast"
"COX18",0.09595,0.7707,"NO","yeast"
"SPT4",0.006775,0.8356,"NO","yeast"
"VHT1",0.02925,0.759475,"NO","yeast"
"FIG1",0.0575,0.9761,"YES","yeast"
"ERV46",0.0595,0.74645,"YES","yeast"
"YGR066C",0.107825,1.32895,"NO","yeast"
"YGR067C",0.113025,0.818325,"NO","yeast"
"ART5",0.0695,1.223525,"NO","yeast"
"ROM1",0.1103,0.905475,"NO","yeast"
"ROM1",0.13515,0.831,"NO","yeast"
"ENV11",0.168325,0.745575,"NO","yeast"
"UPF3",0.10415,0.59875,"NO","yeast"
"SMD1",0.02645,0.829125,"NO","yeast"
"PRP38",0.10235,0.525375,"YES","yeast"
"MRPL25",0.04515,0.514175,"NO","yeast"
"FAT1",0.0378,0.865975,"YES","yeast"
"PEX8",0.1802,0.581625,"YES","yeast"
"PAC10",0.0361,1.081825,"NO","yeast"
"YGR079W",0.08315,0.639775,"YES","yeast"
"TWF1",0.10935,0.569925,"YES","yeast"
"SLX9",0.13655,0.716875,"YES","yeast"
"TOM20",0.0148,0.5612,"YES","yeast"
"GCD2",0.041625,0.760175,"YES","yeast"
"MRP13",0.091825,0.861625,"YES","yeast"
"RPL11B",0.00455,0.386525,"YES","yeast"
"PIL1",0.012975,0.58595,"YES","yeast"
"CST26",0.062825,0.82735,"NO","yeast"
"CTT1",0.02405,0.870825,"NO","yeast"
"NNF2",0.08395,0.776825,"NO","yeast"
"UTP22",0.051125,0.6414,"NO","yeast"
"PRP31",0.149675,0.839825,"NO","yeast"
"DBF2",0.023825,1.3879,"NO","yeast"
"DRN1",0.123,0.83665,"YES","yeast"
"VAS1",0.0278,0.69615,"YES","yeast"
"TPC1",0.064975,0.7678,"YES","yeast"
"ASK10",0.048825,0.86765,"YES","yeast"
"QDR3",0.05855,0.65685,"NO","yeast"
"ESP1",0.105575,0.7752,"YES","yeast"
"TEL2",0.153125,0.85125,"YES","yeast"
"MDR1",0.032925,0.7332,"YES","yeast"
"PCP1",0.07345,0.787925,"YES","yeast"
"GTF1",0.16205,0.658625,"YES","yeast"
"SRB5",0.085975,0.923575,"YES","yeast"
"VMA21",0.0338,0.790925,"YES","yeast"
"VOA1",0.135725,0.543775,"NO","yeast"
"CLB1",0.06115,1.065575,"NO","yeast"
"TCM62",0.111875,0.718225,"NO","yeast"
"CLB6",0.0953,0.811125,"NO","yeast"
"CLD1",0.0829,0.8029,"NO","yeast"
"YGR111W",0.10195,0.785375,"NO","yeast"
"SHY1",0.10835,0.83585,"NO","yeast"
"DAM1",0.097975,0.803225,"NO","yeast"
"SPT6",0.016875,0.76345,"NO","yeast"
"YGR117C",0.15335,0.83195,"NO","yeast"
"RPS23A",0,0.22065,"NO","yeast"
"NUP57",0.065975,0.8799,"NO","yeast"
"COG2",0.0699,0.994425,"NO","yeast"
"GIP1",0.133425,0.9401,"NO","yeast"
"MEP1",0.0335,0.741825,"NO","yeast"
"YGR122W",0.139875,1.0939,"NO","yeast"
"PPT1",0.039225,1.0477,"NO","yeast"
"ASN2",0.024125,0.57055,"NO","yeast"
"YGR125W",0.036975,0.706975,"YES","yeast"
"YGR126W",0.052475,0.830275,"NO","yeast"
"YGR127W",0.09205,0.7404,"NO","yeast"
"UTP8",0.099425,0.708025,"NO","yeast"
"SYF2",0.1522,0.839825,"YES","yeast"
"YGR130C",0.1027,0.8907,"YES","yeast"
"ZTA1",0.084725,0.866375,"YES","yeast"
"FHN1",0.07625,0.757775,"YES","yeast"
"PHB1",0.019375,0.69725,"YES","yeast"
"PEX4",0.100225,0.77565,"NO","yeast"
"CAF130",0.11015,0.81625,"NO","yeast"
"PRE9",0.01355,0.800325,"YES","yeast"
"LSB1",0.085825,0.91965,"YES","yeast"
"TPO2",0.01505,1.047175,"NO","yeast"
"CBF2",0.0978,0.878525,"NO","yeast"
"VPS62",0.065,0.714025,"NO","yeast"
"BTN2",0.1844,0.829275,"NO","yeast"
"FMP23",0.078525,0.652,"NO","yeast"
"SKN1",0.0455,1.15,"NO","yeast"
"THI4",0.007875,0.688125,"NO","yeast"
"ENP2",0.033725,0.91745,"NO","yeast"
"YGR146C-A",0.116425,0.0785,"NO","yeast"
"NAT2",0.136025,0.5781,"NO","yeast"
"RPL24B",0.018575,0.2685,"YES","yeast"
"YGR149W",0.0381,0.739875,"NO","yeast"
"CCM1",0.141875,0.820825,"NO","yeast"
"RSR1",0.048325,0.80895,"NO","yeast"
"RPS11A",0.002925,0.1404,"NO","yeast"
"YGR153W",0.31005,1.4409,"YES","yeast"
"GTO1",0.2442,0.6959,"YES","yeast"
"CYS4",0.027325,0.66535,"YES","yeast"
"PTI1",0.061025,0.54485,"YES","yeast"
"CHO2",0.057975,0.841575,"NO","yeast"
"MTR3",0.09625,0.923825,"NO","yeast"
"NSR1",0.0285,0.510875,"NO","yeast"
"RTS3",0.076675,0.73225,"NO","yeast"
"YGR161W-C",0.14885,0.638975,"NO","yeast"
"TIF4631",0.05985,0.579075,"NO","yeast"
"REB1",0.025225,0.96265,"NO","yeast"
"GTR2",0.011225,0.628525,"NO","yeast"
"MRPS35",0.048025,0.66275,"NO","yeast"
"TRS65",0.113825,0.72025,"YES","yeast"
"CLC1",0.07535,0.549,"NO","yeast"
"YGR168C",0.188775,0.54335,"NO","yeast"
"PUS6",0.11195,0.590875,"NO","yeast"
"LSO2",0.055,0.891425,"YES","yeast"
"PSD2",0.065225,0.8544,"NO","yeast"
"MSM1",0.0958,0.947375,"YES","yeast"
"YIP1",0.020475,0.671275,"YES","yeast"
"REG2",0.163,0.75555,"NO","yeast"
"CDC24",0.0377,0.73985,"YES","yeast"
"GDH3",0.027975,0.812025,"NO","yeast"
"RBG2",0.01025,0.8616,"NO","yeast"
"CBP4",0.032575,0.80365,"NO","yeast"
"ERG1",0.010225,0.523725,"NO","yeast"
"ATF2",0.1128,0.665575,"YES","yeast"
"PBP1",0.064075,0.670725,"YES","yeast"
"OKP1",0.137575,1.017925,"YES","yeast"
"RNR4",0.029375,0.44735,"NO","yeast"
"TIM13",0.03435,0.702075,"NO","yeast"
"QCR9",0.013075,0.5829,"NO","yeast"
"UBR1",0.041325,0.920775,"NO","yeast"
"RFS1",0.078625,0.71875,"NO","yeast"
"TYS1",0.02775,0.628425,"NO","yeast"
"TFG1",0.063725,0.76225,"NO","yeast"
"HGH1",0.0502,1.1688,"NO","yeast"
"BUB1",0.115525,0.88775,"NO","yeast"
"CRH1",0.09425,0.659725,"NO","yeast"
"HIP1",0.03575,0.694875,"NO","yeast"
"TDH3",0,0,"YES","yeast"
"PDX1",0.124825,0.524525,"YES","yeast"
"XKS1",0.071175,0.745575,"YES","yeast"
"SKI6",0.010475,0.60445,"NO","yeast"
