"Gene_name","dN","dS","micro-synteny","dataset","dNdS"
"NUP157",0.14505,0.82855,"NO","yeast",0.1751
"MAM1",0.22695,0.7917,"NO","yeast",0.2867
"GLE2",0.022425,0.8449,"NO","yeast",0.0265
"KAP123",0.0142,0.72345,"YES","yeast",0.0196
"SWI4",0.072,0.672775,"YES","yeast",0.107
"LSM4",0.06995,0.42185,"NO","yeast",0.1658
"TMN3",0.07815,0.609175,"NO","yeast",0.1283
"BOI2",0.0936,0.862825,"NO","yeast",0.1085
"SCT1",0.04745,0.681025,"YES","yeast",0.0697
"SPR6",0.132875,0.895075,"YES","yeast",0.1485
"SLX8",0.20175,0.761475,"NO","yeast",0.2649
"RPL23B",0.0017,0.149375,"YES","yeast",0.0114
"SHO1",0.03445,0.759775,"NO","yeast",0.0453
"AVT6",0.0682,0.798975,"YES","yeast",0.0854
"SCS2",0.057675,0.32575,"NO","yeast",0.1771
"GLO3",0.04595,0.81715,"NO","yeast",0.0562
"YCK3",0.02985,0.692325,"YES","yeast",0.0431
"DSE1",0.0982,0.747325,"YES","yeast",0.1314
"RSP5",0.011725,0.837925,"YES","yeast",0.014
"YBL010C",0.10645,0.5612,"NO","yeast",0.1897
"NSA2",0.005075,0.5103,"YES","yeast",0.0099
"LCP5",0.06275,0.74315,"YES","yeast",0.0844
"VFA1",0.107375,0.607625,"NO","yeast",0.1767
"SAK1",0.1008,1.1135,"NO","yeast",0.0905
"COM2",0.10845,0.783425,"NO","yeast",0.1384
"RPS26B",0.007,0.295425,"NO","yeast",0.0237
"PMD1",0.09905,0.868875,"NO","yeast",0.114
"GLC7",0.000375,0.3175,"NO","yeast",0.0012
"GDI1",0.00685,0.83295,"NO","yeast",0.0082
"YER137C",0.169725,0.8113,"NO","yeast",0.2092
"ALK2",0.12165,0.74885,"NO","yeast",0.1624
"RTR1",0.030825,0.59655,"NO","yeast",0.0517
"EMP65",0.081175,0.694,"NO","yeast",0.117
"COX15",0.040725,0.68355,"YES","yeast",0.0596
"MAG1",0.1013,1.050525,"YES","yeast",0.0964
"DDI1",0.062175,0.907575,"YES","yeast",0.0685
"UBP5",0.131875,0.896325,"YES","yeast",0.1471
"FTR1",0.024475,0.5833,"NO","yeast",0.042
"LSM5",0.02285,0.455025,"NO","yeast",0.0502
"SCC4",0.087675,0.7638,"NO","yeast",0.1148
"SPT15",0.003275,0.553675,"NO","yeast",0.0059
"HIR1",0.076325,0.954275,"NO","yeast",0.08
"PEA2",0.098125,0.94005,"YES","yeast",0.1044
"SPI1",0.086075,0.6871,"NO","yeast",0.1253
"UBP3",0.086475,0.90855,"NO","yeast",0.0952
"YER152C",0.07105,1.075175,"NO","yeast",0.0661
"PET122",0.086175,0.706525,"NO","yeast",0.122
"OXA1",0.032125,0.946675,"NO","yeast",0.0339
"BEM2",0.06685,0.8045,"NO","yeast",0.0831
"YER156C",0.03615,0.761425,"YES","yeast",0.0475
"COG3",0.089425,0.798825,"NO","yeast",0.1119
"YER158C",0.125375,0.71015,"NO","yeast",0.1765
"SLA1",0.05605,0.741825,"NO","yeast",0.0756
"BUR6",0.096025,0.756475,"NO","yeast",0.1269
"SPT2",0.06935,0.6853,"NO","yeast",0.1012
"RAD4",0.09335,0.86605,"NO","yeast",0.1078
"GCG1",0.081025,1.104325,"NO","yeast",0.0734
"CHD1",0.03905,0.794425,"NO","yeast",0.0492
"PAB1",0.007175,0.305525,"NO","yeast",0.0235
"DNF1",0.035175,0.694175,"NO","yeast",0.0507
"BCK2",0.069725,0.736775,"NO","yeast",0.0946
"CCA1",0.060475,0.72405,"YES","yeast",0.0835
"RPH1",0.054325,0.746925,"NO","yeast",0.0727
"LDB7",0.09215,0.891725,"NO","yeast",0.1033
"AIM1",0.08065,0.47795,"NO","yeast",0.1687
"ADK2",0.0738,0.7395,"NO","yeast",0.0998
"RAD3",0.00725,0.771525,"NO","yeast",0.0094
"BRR2",0.088025,0.8575,"YES","yeast",0.1027
"RAD24",0.121025,0.88615,"YES","yeast",0.1366
"GRX4",0.06265,0.8058,"YES","yeast",0.0777
"TMT1",0.08805,0.99585,"NO","yeast",0.0884
"ECM32",0.094725,0.678125,"NO","yeast",0.1397
"BMH1",0.006425,0.4442,"NO","yeast",0.0145
"PDA1",0.01325,0.7121,"NO","yeast",0.0186
"DMC1",0.010125,0.874075,"NO","yeast",0.0116
"PDR3",0.101525,1.13655,"NO","yeast",0.0893
"ISC10",0.141975,0.54295,"NO","yeast",0.2615
"SLO1",0.1655,0.832,"NO","yeast",0.1989
"FMP10",0.049175,0.879925,"NO","yeast",0.0559
"FAU1",0.06695,0.9003,"YES","yeast",0.0744
"ALR2",0.192875,1.070675,"NO","yeast",0.1801
"SWP82",0.108825,0.92515,"NO","yeast",0.1176
"EMP47",0.0763,1.089025,"NO","yeast",0.0701
"RGD2",0.04415,0.726425,"NO","yeast",0.0608
"FMP32",0.0242,0.731,"NO","yeast",0.0331
"SEC53",0.019775,0.3836,"YES","yeast",0.0516
"UTP20",0.06875,0.81385,"NO","yeast",0.0845
"OTU1",0.0673,0.537675,"NO","yeast",0.1252
"YFL042C",0.087325,0.669075,"NO","yeast",0.1305
"SOR1",0.14245,0.4056,"NO","yeast",0.3512
"FET5",0.047175,0.693475,"NO","yeast",0.068
"YFL040W",0.04865,0.9081,"NO","yeast",0.0536
"ACT1",0,0.178125,"NO","yeast",0
"YPT1",0.001075,0.749125,"NO","yeast",0.0014
"TUB2",0.002725,0.460875,"NO","yeast",0.0059
"RPO41",0.046125,0.949675,"NO","yeast",0.0486
"HTA2",0.005175,0.431625,"NO","yeast",0.012
"MOB2",0.016,0.90625,"NO","yeast",0.0177
"RPL22B",0.047325,0.569375,"NO","yeast",0.0831
"YFL034W",0.084775,0.92505,"NO","yeast",0.0916
"RIM15",0.0514,0.75515,"NO","yeast",0.0681
"HAC1",0.08275,0.470025,"NO","yeast",0.1761
"AGX1",0.045425,0.830625,"NO","yeast",0.0547
"CAK1",0.1146,0.8215,"YES","yeast",0.1395
"CAF16",0.034825,0.695925,"YES","yeast",0.05
"GYP8",0.1139,0.717975,"YES","yeast",0.1586
"STE2",0.05475,0.88045,"YES","yeast",0.0622
"HTB2",0.00925,0.475025,"YES","yeast",0.0195
"BST1",0.1067,0.7528,"NO","yeast",0.1417
"EPL1",0.044975,0.912325,"NO","yeast",0.0493
"BUD27",0.18405,0.717775,"NO","yeast",0.2564
"FRS2",0.022775,0.746575,"NO","yeast",0.0305
"GAT1",0.052375,0.565125,"NO","yeast",0.0927
"PAU5",0.083125,0.570375,"NO","yeast",0.1457
"LPD1",0.016,0.63735,"NO","yeast",0.0251
"SMX2",0.04025,0.4333,"YES","yeast",0.0929
"GNA1",0.06195,0.91595,"YES","yeast",0.0676
"MDJ1",0.033225,0.7911,"NO","yeast",0.042
"ECM15",0.016775,0.726725,"NO","yeast",0.0231
"HSP12",0.0337,0.431175,"NO","yeast",0.0782
"IES1",0.097925,0.849075,"NO","yeast",0.1153
"YFL012W",0.315725,0.70985,"NO","yeast",0.4448
"HXT10",0.052675,0.886075,"NO","yeast",0.0594
"WWM1",0.062975,0.45455,"NO","yeast",0.1385
"CDC4",0.065025,0.794425,"NO","yeast",0.0819
"SMC1",0.04535,0.745425,"NO","yeast",0.0608
"BLM10",0.0491,0.7654,"NO","yeast",0.0641
"SEC4",0.004325,0.531625,"NO","yeast",0.0081
"VTC2",0.042625,0.593325,"NO","yeast",0.0718
"NTH2",0.034825,0.962525,"NO","yeast",0.0362
"MSH4",0.06375,0.76085,"NO","yeast",0.0838
"SPB4",0.055675,0.70665,"NO","yeast",0.0788
"DEG1",0.1021,0.63285,"NO","yeast",0.1613
"LOC1",0.04705,0.6735,"NO","yeast",0.0699
"NIC96",0.038225,0.83645,"NO","yeast",0.0457
"YPI1",0.080075,0.694475,"NO","yeast",0.1153
"RPN11",0.005575,0.73205,"NO","yeast",0.0076
"SAD1",0.110525,0.713675,"YES","yeast",0.1549
"YFR006W",0.0687,0.71375,"NO","yeast",0.0963
"YFH7",0.1086,0.778825,"NO","yeast",0.1394
"RER2",0.02525,0.586325,"NO","yeast",0.0431
"FAR7",0.136225,0.660375,"NO","yeast",0.2063
"GCN20",0.021525,0.61805,"NO","yeast",0.0348
"UBP6",0.0306,0.692325,"YES","yeast",0.0442
"MIC19",0.04985,0.584825,"NO","yeast",0.0852
"DCV1",0.25855,0.79715,"NO","yeast",0.3243
"IOC3",0.079275,0.6072,"NO","yeast",0.1306
"CMK1",0.0669,0.6764,"NO","yeast",0.0989
"GSY1",0.018225,0.742525,"YES","yeast",0.0245
"YFR016C",0.36255,0.763725,"NO","yeast",0.4747
"IGD1",0.104525,1.0827,"NO","yeast",0.0965
"COQ1",0.0321,0.826325,"YES","yeast",0.0388
"YFR018C",0.1362,1.4238,"NO","yeast",0.0957
"FAB1",0.05255,0.842525,"NO","yeast",0.0624
"ATG18",0.028025,0.559225,"NO","yeast",0.0501
"ROG3",0.076875,0.7298,"NO","yeast",0.1053
"PES4",0.0464,0.705875,"NO","yeast",0.0657
"LSB3",0.027925,0.63265,"NO","yeast",0.0441
"HIS2",0.0849,0.5862,"NO","yeast",0.1448
"ECO1",0.063725,0.6114,"NO","yeast",0.1042
"CDC14",0.03145,0.558575,"NO","yeast",0.0563
"PTR3",0.06755,0.77795,"NO","yeast",0.0868
"GPI18",0.074425,0.613375,"NO","yeast",0.1213
"MET10",0.052425,0.6782,"YES","yeast",0.0773
"SMC2",0.0565,0.82315,"NO","yeast",0.0686
"RPL2A",0.00135,0.15565,"NO","yeast",0.0087
"RRT5",0.0991,0.9559,"NO","yeast",0.1037
"QCR6",0.100675,0.4236,"NO","yeast",0.2377
"PHO4",0.04705,1.35915,"NO","yeast",0.0346
"CDC26",0.09575,0.700875,"NO","yeast",0.1366
"RSC8",0.038975,0.7108,"YES","yeast",0.0548
"RCR1",0.164575,0.756725,"NO","yeast",0.2175
"YAL044W-A",0.0502,0.5929,"NO","yeast",0.0847
"IRC5",0.063475,0.7759,"YES","yeast",0.0818
"OSW7",0.1512,0.696675,"YES","yeast",0.217
"SAP155",0.050225,0.73665,"YES","yeast",0.0682
"ERJ5",0.0853,0.754875,"YES","yeast",0.113
"KEG1",0.083825,0.522775,"NO","yeast",0.1603
"IRC6",0.169725,0.91445,"NO","yeast",0.1856
"DUG1",0.0207,0.722825,"NO","yeast",0.0286
"YFR045W",0.059275,1.24195,"YES","yeast",0.0477
"CNN1",0.18925,0.716425,"YES","yeast",0.2642
"BNA6",0.0298,0.619325,"YES","yeast",0.0481
"UGA2",0.024725,0.736425,"NO","yeast",0.0336
"RMD8",0.05815,0.7968,"YES","yeast",0.073
"YMR31",0.0877,0.583525,"YES","yeast",0.1503
"PRE4",0.02435,0.5978,"YES","yeast",0.0407
"RET2",0.038725,0.699775,"YES","yeast",0.0553
"RPN12",0.036775,0.65865,"YES","yeast",0.0558
"HXK1",0.025925,0.640625,"NO","yeast",0.0405
"ZRT1",0.072325,0.820725,"NO","yeast",0.0881
"FZF1",0.187925,0.78285,"NO","yeast",0.2401
"HXK2",0.01485,0.399075,"YES","yeast",0.0372
"RTG2",0.0143,1.516075,"NO","yeast",0.0094
"DSF2",0.1001,0.88255,"NO","yeast",0.1134
"HFM1",0.095275,1.418875,"NO","yeast",0.0671
"RMR1",0.086875,0.57595,"NO","yeast",0.1508
"ZIP2",0.236875,0.69695,"NO","yeast",0.3399
"PDE1",0.059625,0.7925,"NO","yeast",0.0752
"BRR6",0.129625,0.8724,"YES","yeast",0.1486
"RAI1",0.047175,0.86425,"NO","yeast",0.0546
"GUS1",0.0191,0.53485,"NO","yeast",0.0357
"RTF1",0.0312,0.720375,"NO","yeast",0.0433
"TAD1",0.150675,0.7894,"NO","yeast",0.1909
"YGL242C",0.042425,0.52085,"NO","yeast",0.0815
"HHF2",0,0.3258,"NO","yeast",0
"KAP114",0.115675,0.755025,"YES","yeast",0.1532
"DOC1",0.057475,0.64345,"YES","yeast",0.0893
"CSE1",0.026825,0.554275,"YES","yeast",0.0484
"HAP2",0.102925,0.5185,"YES","yeast",0.1985
"MTO1",0.06105,1.5268,"NO","yeast",0.04
"ADE5,7",0.02235,0.543475,"NO","yeast",0.0411
"SEC15",0.0501,0.675725,"NO","yeast",0.0741
"TAN1",0.063775,0.563675,"NO","yeast",0.1131
"EMC4",0.0647,0.688525,"NO","yeast",0.094
"YGL230C",0.266425,0.755975,"YES","yeast",0.3524
"HHT1",0,0.2104,"NO","yeast",0
"SAP4",0.118275,0.624175,"YES","yeast",0.1895
"SHE10",0.116625,0.83765,"NO","yeast",0.1392
"VID30",0.065725,0.9651,"NO","yeast",0.0681
"OST5",0.099075,1.23845,"NO","yeast",0.08
"MTC3",0.09695,0.621525,"NO","yeast",0.156
"VRG4",0.02815,0.44015,"NO","yeast",0.064
"SDT1",0.051175,0.633675,"YES","yeast",0.0808
"COG1",0.153425,0.71125,"YES","yeast",0.2157
"EDC1",0.10535,0.390875,"YES","yeast",0.2695
"NIF3",0.072625,0.768175,"NO","yeast",0.0945
"IPP1",0.01985,0.2935,"NO","yeast",0.0676
"FRA2",0.026375,0.48635,"NO","yeast",0.0542
"MDM34",0.054275,0.890675,"NO","yeast",0.0609
"KIP3",0.055325,1.1645,"YES","yeast",0.0475
"CLG1",0.062275,0.5495,"YES","yeast",0.1133
"SKI8",0.04435,0.90775,"NO","yeast",0.0489
"VAM7",0.0924,0.74635,"NO","yeast",0.1238
"NCS6",0.02445,0.693625,"NO","yeast",0.0352
"YPT32",0.017925,0.5632,"NO","yeast",0.0318
"MIG2",0.04765,0.727025,"NO","yeast",0.0655
"SIP2",0.12605,0.915,"NO","yeast",0.1378
"GRX7",0.1698,0.739375,"NO","yeast",0.2297
"SPT16",0.0182,1.01405,"NO","yeast",0.0179
"CHC1",0.018725,0.77415,"YES","yeast",0.0242
"POX1",0.03535,1.502425,"NO","yeast",0.0235
"ARO8",0.038325,0.7283,"NO","yeast",0.0526
"MCM6",0.028025,1.232325,"NO","yeast",0.0227
"EMP24",0.01925,0.5993,"NO","yeast",0.0321
"YIP4",0.07645,0.885675,"YES","yeast",0.0863
"MDS3",0.053525,1.114275,"YES","yeast",0.048
"DSD1",0.0792,0.963225,"YES","yeast",0.0822
"GCN1",0.051375,0.787225,"YES","yeast",0.0653
"MNN2",0.102725,0.782525,"YES","yeast",0.1313
"YGL194C-A",0.155425,0.463925,"YES","yeast",0.335
"HOS2",0.0231,0.992575,"NO","yeast",0.0233
"IME4",0.082675,0.7374,"NO","yeast",0.1121
"COX13",0.015775,0.75295,"YES","yeast",0.021
"CDC55",0.011575,0.652725,"YES","yeast",0.0177
"RPS26A",0.000975,0.088925,"NO","yeast",0.011
"COX4",0.0185,0.619475,"NO","yeast",0.0299
"TPN1",0.04665,0.839125,"NO","yeast",0.0556
"YGL185C",0.13005,1.461875,"NO","yeast",0.089
"STR3",0.03275,0.9206,"NO","yeast",0.0356
"MND1",0.081675,0.769025,"NO","yeast",0.1062
"GTS1",0.0539,0.750975,"NO","yeast",0.0718
"ATG1",0.04305,0.82585,"NO","yeast",0.0521
"TOS3",0.1361,0.664175,"NO","yeast",0.2049
"MPT5",0.04805,0.659575,"NO","yeast",0.0728
"YGL176C",0.23855,0.751875,"NO","yeast",0.3173
"SAE2",0.136525,0.755875,"NO","yeast",0.1806
"BUD13",0.18465,0.67535,"NO","yeast",0.2734
"XRN1",0.048325,0.80975,"NO","yeast",0.0597
"NUP49",0.074975,0.8541,"NO","yeast",0.0878
"KAP104",0.0316,0.643325,"YES","yeast",0.0491
"ROK1",0.04895,0.6801,"NO","yeast",0.072
"SPO74",0.15595,0.760375,"NO","yeast",0.2051
"SUA5",0.0757,1.135725,"NO","yeast",0.0667
"PMR1",0.0228,0.757525,"NO","yeast",0.0301
"CUP2",0.170675,0.61935,"NO","yeast",0.2756
"YRB30",0.073325,0.960225,"NO","yeast",0.0764
"RAD54",0.0329,0.949375,"NO","yeast",0.0347
"SUT1",0.118725,0.801825,"YES","yeast",0.1481
"YIP5",0.084675,0.741675,"YES","yeast",0.1142
"AIM14",0.1116,0.839925,"YES","yeast",0.1329
"GAL7",0.078875,0.77035,"YES","yeast",0.1024
"GCV3",0.0285,0.641175,"NO","yeast",0.0444
"YGL159W",0.1587,0.7765,"NO","yeast",0.2044
"RCK1",0.1915,0.976025,"NO","yeast",0.1962
"ARI1",0.0857,1.231125,"YES","yeast",0.0696
"AMS1",0.031175,0.9098,"YES","yeast",0.0343
"CDC43",0.104375,0.794075,"YES","yeast",0.1314
"LYS5",0.160975,0.613875,"YES","yeast",0.2622
"PEX14",0.114875,0.650325,"NO","yeast",0.1766
"NUT1",0.066275,0.85815,"NO","yeast",0.0772
"INO80",0.047625,0.848625,"NO","yeast",0.0561
"YGL149W",0.168925,0.163875,"NO","yeast",1.0308
"GAL10",0.09465,0.989325,"YES","yeast",0.0957
"ARO2",0.008,0.7113,"NO","yeast",0.0112
"RPL9A",0.0246,0.190675,"NO","yeast",0.129
"RRT6",0.1507,0.895075,"YES","yeast",0.1684
"TIP20",0.115025,0.7324,"YES","yeast",0.1571
"ROG1",0.0557,0.994125,"YES","yeast",0.056
"MRF1",0.04765,0.839525,"YES","yeast",0.0568
"GPI10",0.1065,0.710075,"YES","yeast",0.15
"HUL5",0.067175,0.73785,"NO","yeast",0.091
"YGL140C",0.037025,1.04355,"YES","yeast",0.0355
"FLC3",0.04375,0.68675,"NO","yeast",0.0637
"GAL1",0.111825,0.91755,"YES","yeast",0.1219
"YGL138C",0.188725,1.29275,"NO","yeast",0.146
"SEC27",0.031875,0.74795,"NO","yeast",0.0426
"MRM2",0.062125,0.6248,"NO","yeast",0.0994
"RPL1B",0.003475,0.12475,"NO","yeast",0.0279
"PCL10",0.1365,0.89875,"NO","yeast",0.1519
"ITC1",0.102225,0.7576,"NO","yeast",0.1349
"SNT2",0.1577,0.93135,"NO","yeast",0.1693
"CEG1",0.033325,0.9296,"NO","yeast",0.0358
"RSM23",0.0639,0.8102,"NO","yeast",0.0789
"CWC23",0.10785,0.730475,"NO","yeast",0.1476
"FUR4",0.0282,0.610575,"YES","yeast",0.0462
"SOH1",0.03015,0.532725,"NO","yeast",0.0566
"SCS3",0.06555,1.051725,"YES","yeast",0.0623
"MET13",0.022275,1.790425,"YES","yeast",0.0124
"MON1",0.082175,0.7723,"YES","yeast",0.1064
"RPS2",0.0063,0.1146,"YES","yeast",0.055
"NAB2",0.0429,1.4199,"YES","yeast",0.0302
"GPG1",0.079425,0.596525,"YES","yeast",0.1331
"PRP43",0.012375,0.9173,"NO","yeast",0.0135
"COQ8",0.06575,0.8566,"NO","yeast",0.0768
"YGL117W",0.22525,0.70695,"NO","yeast",0.3186
"POA1",0.1291,0.680275,"YES","yeast",0.1898
"CDC20",0.033225,0.803,"YES","yeast",0.0414
"SNF4",0.014825,0.601375,"YES","yeast",0.0247
"YGL114W",0.02495,0.869325,"YES","yeast",0.0287
"SLD3",0.122725,0.73735,"YES","yeast",0.1664
"TAF6",0.023675,0.75055,"NO","yeast",0.0315
"NSA1",0.127825,0.880625,"NO","yeast",0.1452
"CUE3",0.100875,1.63,"NO","yeast",0.0619
"YGL108C",0.128475,0.59375,"NO","yeast",0.2164
"RMD9",0.098225,0.7518,"NO","yeast",0.1307
"MLC1",0.022625,0.74975,"NO","yeast",0.0302
"CHS3",0.025675,0.692775,"YES","yeast",0.0371
"ARC1",0.03385,0.374125,"NO","yeast",0.0905
"VPS73",0.05335,0.7008,"NO","yeast",0.0761
"RPL28",0.00525,0.14555,"YES","yeast",0.0361
"YGL101W",0.064875,0.734525,"YES","yeast",0.0883
"SEH1",0.02835,0.851025,"YES","yeast",0.0333
"LSG1",0.024125,0.899725,"NO","yeast",0.0268
"USE1",0.105025,0.870175,"NO","yeast",0.1207
"SRM1",0.0393,0.758425,"NO","yeast",0.0518
"TOS8",0.155375,1.0173,"NO","yeast",0.1527
"VPS45",0.0588,0.8195,"NO","yeast",0.0718
"SCO2",0.0891,0.652675,"YES","yeast",0.1365
"PAN2",0.035625,1.004175,"NO","yeast",0.0355
"SPC105",0.155975,0.77045,"NO","yeast",0.2024
"NUP145",0.13345,0.9422,"NO","yeast",0.1416
"NBP35",0.023625,0.803,"NO","yeast",0.0294
"LIF1",0.195625,0.7373,"YES","yeast",0.2653
"MF(ALPHA)2",0.144725,0.599925,"NO","yeast",0.2412
"YGL088W",0.052875,0.089675,"NO","yeast",0.5896
"MMS2",0.0201,0.57515,"NO","yeast",0.0349
"MAD1",0.07895,0.65,"NO","yeast",0.1215
"LCL3",0.068425,0.663975,"NO","yeast",0.1031
"OLA1",0.026775,0.4752,"YES","yeast",0.0563
"GUP1",0.046525,0.717575,"YES","yeast",0.0648
"SCY1",0.0864,0.80265,"YES","yeast",0.1076
"YGL082W",0.05485,1.287175,"YES","yeast",0.0426
"YGL081W",0.182125,1.066825,"YES","yeast",0.1707
"MPC1",0.02585,0.537125,"YES","yeast",0.0481
"KXD1",0.0772,1.171875,"YES","yeast",0.0659
"DBP3",0.03145,0.676425,"YES","yeast",0.0465
"HNM1",0.03615,0.906775,"NO","yeast",0.0399
"RPL7A",0.012375,0.170425,"NO","yeast",0.0726
"MPS2",0.1759,0.705425,"NO","yeast",0.2494
"ETR1",0.044525,0.70915,"NO","yeast",0.0628
"HSF1",0.08675,0.807825,"YES","yeast",0.1074
"AFT1",0.10335,0.80735,"YES","yeast",0.128
"RPB9",0.000925,0.68315,"YES","yeast",0.0014
"MNP1",0.04825,0.506175,"YES","yeast",0.0953
"NPY1",0.0732,0.829575,"YES","yeast",0.0882
"SGF73",0.0942,0.82575,"YES","yeast",0.1141
"ALG2",0.065,0.894525,"NO","yeast",0.0727
"MRH4",0.09105,0.928325,"NO","yeast",0.0981
"PUS2",0.072075,0.732625,"NO","yeast",0.0984
"PYC1",0.0133,0.74185,"YES","yeast",0.0179
"YPK3",0.0647,0.789075,"NO","yeast",0.082
"DUO1",0.102775,0.83275,"YES","yeast",0.1234
"YBP2",0.174575,0.851225,"YES","yeast",0.2051
"PKP2",0.0262,0.81405,"NO","yeast",0.0322
"RAD6",0.005225,0.5302,"NO","yeast",0.0099
"GEP7",0.189225,0.7489,"NO","yeast",0.2527
"SDS23",0.0391,0.619075,"NO","yeast",0.0632
"OLE1",0.0197,0.383375,"YES","yeast",0.0514
"ERV14",0.009375,0.434075,"NO","yeast",0.0216
"TYW3",0.098075,0.777775,"NO","yeast",0.1261
"TIF4632",0.08825,0.8388,"NO","yeast",0.1052
"CDS1",0.0227,0.56,"YES","yeast",0.0405
"PTA1",0.06355,0.812225,"YES","yeast",0.0782
"RPT6",0.003725,0.626625,"YES","yeast",0.0059
"ALG13",0.1101,0.77425,"NO","yeast",0.1422
"RIM8",0.065375,0.7779,"NO","yeast",0.084
"RNA15",0.02915,0.795625,"YES","yeast",0.0366
"DST1",0.038325,0.50515,"NO","yeast",0.0759
"YGL041W-A",0.116275,0.922375,"NO","yeast",0.1261
"HEM2",0.014625,0.971025,"NO","yeast",0.0151
"YGL039W",0.087175,0.986975,"NO","yeast",0.0883
"OCH1",0.123925,0.732425,"NO","yeast",0.1692
"PNC1",0.030725,0.4956,"NO","yeast",0.062
"RKM3",0.133025,0.85865,"YES","yeast",0.1549
"YGL036W",0.131,0.5959,"NO","yeast",0.2198
"MIG1",0.0698,0.814,"NO","yeast",0.0857
"YGL034C",0.251425,0.07365,"NO","yeast",3.4138
"HOP2",0.0824,0.7254,"NO","yeast",0.1136
"AGA2",0.200925,0.685175,"YES","yeast",0.2932
"RPL24A",0.016675,0.14865,"NO","yeast",0.1122
"RPL30",0.001125,0.082725,"NO","yeast",0.0136
"CGR1",0.05945,0.610825,"NO","yeast",0.0973
"SCW11",0.076525,0.79495,"NO","yeast",0.0963
"CWH41",0.062625,0.70625,"NO","yeast",0.0887
"RPL4A",0.007975,0.11915,"NO","yeast",0.0669
"TRP5",0.01415,0.680225,"NO","yeast",0.0208
"PGD1",0.1011,0.664825,"NO","yeast",0.1521
"PIB2",0.079925,0.868875,"YES","yeast",0.092
"STT3",0.0162,0.62585,"NO","yeast",0.0259
"ALK1",0.08125,0.758475,"NO","yeast",0.1071
"GET1",0.093775,0.627875,"YES","yeast",0.1494
"CKB1",0.011625,0.451025,"YES","yeast",0.0258
"JAC1",0.068125,0.6718,"YES","yeast",0.1014
"ATE1",0.089525,0.78515,"YES","yeast",0.114
"KAP122",0.05005,0.55345,"YES","yeast",0.0904
"EDS1",0.250975,0.833775,"NO","yeast",0.301
"YGL015C",0.247525,0.85895,"NO","yeast",0.2882
"PUF4",0.062875,0.814925,"NO","yeast",0.0772
"PDR1",0.069925,0.93585,"NO","yeast",0.0747
"ERG4",0.035575,0.66995,"NO","yeast",0.0531
"SCL1",0.01115,0.662725,"YES","yeast",0.0168
"MPO1",0.116425,0.493125,"YES","yeast",0.2361
"LEU1",0.02275,0.734525,"YES","yeast",0.031
"PMA1",0.012975,0.173025,"NO","yeast",0.075
"BRP1",0.18215,0.39335,"NO","yeast",0.4631
"PMC1",0.068025,0.8237,"NO","yeast",0.0826
"HMT1",0.016,0.62765,"YES","yeast",0.0255
"COG7",0.13505,0.8793,"YES","yeast",0.1536
"RPN14",0.133125,0.5896,"YES","yeast",0.2258
"CDH1",0.0276,0.886425,"YES","yeast",0.0311
"ERP6",0.085475,0.56275,"YES","yeast",0.1519
"ERG26",0.0207,0.807325,"YES","yeast",0.0256
"EFM5",0.050875,1.24915,"NO","yeast",0.0407
"SWC4",0.057725,0.8403,"NO","yeast",0.0687
"CUL3",0.13215,0.7322,"NO","yeast",0.1805
"PEX31",0.060175,0.68475,"NO","yeast",0.0879
"TFG2",0.016375,0.8002,"YES","yeast",0.0205
"PDX3",0.020875,0.6527,"NO","yeast",0.032
"PRP18",0.133575,0.81945,"YES","yeast",0.163
"ECT1",0.0666,1.1352,"YES","yeast",0.0587
"STF2",0.046775,0.6348,"YES","yeast",0.0737
"SEC9",0.086825,0.994175,"YES","yeast",0.0873
"NMA2",0.01345,0.6901,"YES","yeast",0.0195
"YGR012W",0.05165,1.0094,"NO","yeast",0.0512
"SNU71",0.1465,0.450075,"NO","yeast",0.3255
"MSB2",0.2113,0.53105,"NO","yeast",0.3979
"YGR015C",0.096775,0.85925,"NO","yeast",0.1126
"YGR016W",0.08555,0.46755,"NO","yeast",0.183
"CSG2",0.0428,0.62975,"NO","yeast",0.068
"YGR017W",0.064425,0.528675,"NO","yeast",0.1219
"UGA1",0.027375,0.42325,"NO","yeast",0.0647
"VMA7",0.010275,0.431375,"NO","yeast",0.0238
"YGR021W",0.0689,0.797325,"NO","yeast",0.0864
"MTL1",0.14565,0.574725,"NO","yeast",0.2534
"RPS25A",0,0.12535,"NO","yeast",0
"MSP1",0.022125,1.009625,"NO","yeast",0.0219
"ERV1",0.074975,1.254125,"NO","yeast",0.0598
"POP6",0.1721,0.640775,"NO","yeast",0.2686
"IMO32",0.1219,0.7132,"NO","yeast",0.1709
"SCO1",0.045675,0.7923,"NO","yeast",0.0576
"GSC2",0.02275,1.060575,"NO","yeast",0.0215
"TIM21",0.079025,0.731425,"NO","yeast",0.108
"RPL26B",0.006975,0.1172,"NO","yeast",0.0595
"YGR035C",0.1518,0.65285,"NO","yeast",0.2325
"YGR035W-A",0.256325,0.354875,"NO","yeast",0.7223
"CAX4",0.058125,0.663425,"NO","yeast",0.0876
"ORM1",0.03045,0.735275,"NO","yeast",0.0414
"KSS1",0.01095,1.120475,"NO","yeast",0.0098
"BUD9",0.21995,0.8039,"YES","yeast",0.2736
"CHS2",0.014125,0.70925,"NO","yeast",0.0199
"YGR042W",0.2169,0.795075,"NO","yeast",0.2728
"NQM1",0.032975,0.791525,"NO","yeast",0.0417
